lot_number,wafer_count,ranking_permutations,unique_aurc_values,minimum_aurc_spacing,requested_budgets,selected_counts_after_rounding
10,4,24,24,5.251981671598738e-05,"0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0,0,1,1,2,2,2,3,3,3"
