experiment_key,samples,median_step_seconds,maximum_gap_seconds,active_maximum_gap_seconds,active_duration_seconds,detected_cycles,long_phase_sample_fraction,short_phase_sample_fraction
2024-08-01_06,3297.0,0.20000004768371582,41.52999997138977,0.20000004768371582,594.7999999523163,99.0,0.7166386554621849,0.21714285714285714
2024-08-01_07,3298.0,0.20000004768371582,41.78999996185303,0.20000004768371582,594.7999999523163,99.0,0.7163025210084034,0.21747899159663867
2024-08-01_08,3246.0,0.20000004768371582,41.360000133514404,0.20000004768371582,598.0,100.0,0.7178201270478101,0.2156469408224674
2024-08-01_09,3245.0,0.20000004768371582,41.37000012397766,0.20000004768371582,597.7999999523163,100.0,0.717391304347826,0.21605351170568562
2024-08-01_10,3245.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7181544633901705,0.21497826813774656
2024-08-05_01,3245.0,0.20000004768371582,41.829999923706055,0.20000004768371582,597.8000001907349,100.0,0.7180602006688963,0.21638795986622072
2024-08-05_02,3247.0,0.20000004768371582,41.46000003814697,0.21000003814697266,598.0,100.0,0.7171514543630892,0.21631561350718823
2024-08-05_03,3299.0,0.20000004768371582,41.60000014305115,0.20000004768371582,595.0,99.0,0.7167338709677419,0.21673387096774194
2024-08-05_04,3247.0,0.20000004768371582,41.42999982833862,0.20000004768371582,598.0,100.0,0.7178201270478101,0.21631561350718823
2024-08-05_05,3247.0,0.20000004768371582,41.72000002861023,0.20000004768371582,598.0,100.0,0.7178201270478101,0.21598127716482782
2024-08-05_06,3247.0,0.20000004768371582,41.200000047683716,0.20000004768371582,598.0,100.0,0.7178201270478101,0.21631561350718823
2024-08-07_01,3299.0,0.20000004768371582,41.90000009536743,0.20000004768371582,595.0,99.0,0.7167338709677419,0.21673387096774194
2024-08-07_02,3298.0,0.20000004768371582,41.75999999046326,0.20000004768371582,594.7999999523163,99.0,0.7166386554621849,0.21680672268907564
2024-08-07_03,3298.0,0.20000004768371582,41.74000000953674,0.21000003814697266,594.8000001907349,99.0,0.7166386554621849,0.21714285714285714
2024-08-07_04,3247.0,0.20000004768371582,41.730000019073486,0.21000003814697266,598.0099999904633,100.0,0.7178201270478101,0.2156469408224674
2024-08-07_05,3247.0,0.20000004768371582,41.67999982833862,0.20000004768371582,598.0,100.0,0.7178201270478101,0.2156469408224674
2024-08-07_06,3246.0,0.20000004768371582,41.94000005722046,0.21000003814697266,597.8100001811981,100.0,0.7180602006688963,0.2157190635451505
2024-08-07_07,3246.0,0.20000004768371582,41.87000012397766,0.20000004768371582,598.0,100.0,0.7178201270478101,0.2156469408224674
2024-08-07_08,3835.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,602.0,100.0,0.7153769511790103,0.2188641647293258
2024-08-07_09,3246.0,0.20000004768371582,41.86999988555908,0.20000004768371582,598.0,100.0,0.7178201270478101,0.21631561350718823
2024-08-07_10,3246.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7178201270478101,0.21598127716482782
2024-08-21_01,3245.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,597.7999999523163,100.0,0.7177257525083612,0.2153846153846154
2024-08-21_02,3245.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,597.7999999523163,100.0,0.7180602006688963,0.2157190635451505
2024-08-21_03,3246.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7178201270478101,0.21631561350718823
2024-08-21_04,3246.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7178201270478101,0.21598127716482782
2024-08-21_05,3246.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7174857907054497,0.21631561350718823
2024-08-21_06,3298.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,595.0,99.0,0.7167338709677419,0.21673387096774194
2024-08-21_07,3246.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7178201270478101,0.2156469408224674
2024-08-21_08,3245.0,0.20000004768371582,0.21000003814697266,0.21000003814697266,598.0,100.0,0.7174857907054497,0.21631561350718823
2024-08-21_09,3193.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,602.2000000476837,100.0,0.7154714475431607,0.21845949535192563
2024-08-21_10,3245.0,0.20000004768371582,0.21000003814697266,0.21000003814697266,598.0099999904633,100.0,0.7171514543630892,0.21631561350718823
2024-08-22_01,3194.0,0.20000004768371582,0.21000003814697266,0.21000003814697266,602.0,100.0,0.7153769511790103,0.21919628030554633
2024-08-22_02,3298.0,0.20000004768371582,0.21000003814697266,0.21000003814697266,595.0,99.0,0.7170698924731183,0.21706989247311828
2024-08-22_03,3245.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7178201270478101,0.2156469408224674
2024-08-22_04,3246.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7178201270478101,0.21598127716482782
2024-08-22_05,3297.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,594.7999999523163,99.0,0.7166386554621849,0.21747899159663867
2024-08-22_06,3298.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,595.0,99.0,0.7160618279569892,0.21740591397849462
2024-08-22_07,3299.0,0.20000004768371582,0.21000003814697266,0.21000003814697266,595.0,99.0,0.7170698924731183,0.21706989247311828
2024-08-22_08,3193.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,602.0,100.0,0.7147127200265693,0.21952839588176684
2024-08-22_09,3246.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7181544633901705,0.215312604480107
2024-08-22_10,3246.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7174857907054497,0.2156469408224674
