experiment_key,lot_number,family,stage,mae,rmse,mean_error
2024-07-19_10,5,pls,template,0.65310197349467,0.6816913299708072,0.653101973494671
2024-07-19_10,5,pls,mean_shift,0.1531900933294659,0.197719623913534,0.030531428164664476
2024-07-19_10,5,pls,full_map,0.07814672620237162,0.11637385532463428,0.03053142816467158
2024-08-01_01,6,ridge,template,0.10331892826274837,0.1537285595674009,-0.08351175453759652
2024-08-01_01,6,ridge,mean_shift,0.13640449230581933,0.16432300813099676,0.10170444493973463
2024-08-01_01,6,ridge,full_map,0.11494155088729949,0.15395260409275288,0.10170444493973463
2024-08-01_02,6,ridge,template,0.5230757994814168,0.5383854724381572,-0.5230757994814184
2024-08-01_02,6,ridge,mean_shift,0.11450214955857965,0.1574817035411983,-0.09246546393602273
2024-08-01_02,6,ridge,full_map,0.0992172131785898,0.13929827799299985,-0.09246546393602273
2024-08-01_03,6,ridge,template,0.39821512532411363,0.4063335652546304,-0.3982151253241142
2024-08-01_03,6,ridge,mean_shift,0.3642412477887754,0.3730996740904012,-0.364241247788776
2024-08-01_03,6,ridge,full_map,0.3642412477887774,0.3761849282740853,-0.364241247788776
2024-08-01_04,6,ridge,template,0.22440276577355187,0.22969849335296272,-0.22440276577355434
2024-08-01_04,6,ridge,mean_shift,0.3139667557352485,0.31777337879174006,-0.313966755735251
2024-08-01_04,6,ridge,full_map,0.31396675573525085,0.3205707334298957,-0.313966755735251
2024-08-01_05,6,ridge,template,0.028938720829733432,0.039297479297789484,-0.021516248919617453
2024-08-01_05,6,ridge,mean_shift,0.1087516253144545,0.11326014375347346,-0.10838135103175262
2024-08-01_05,6,ridge,full_map,0.1084488358893388,0.11240122906428128,-0.10838135103175262
2024-08-01_06,6,ridge,template,0.44031633535004394,0.446812935699143,0.44031633535004744
2024-08-01_06,6,ridge,mean_shift,0.08680714561660048,0.0969890269564167,-0.06036180098337951
2024-08-01_06,6,ridge,full_map,0.06784940757303025,0.08013412691760388,-0.06036180098339372
2024-08-01_07,6,ridge,template,0.7287410544511673,1.832566448142483,0.728741054451163
2024-08-01_07,6,ridge,mean_shift,0.2477933148727961,1.693490786322315,0.20167989722234836
2024-08-01_07,6,ridge,full_map,0.2063488078135072,1.6847834447658798,0.20167989722234125
2024-08-01_08,6,ridge,template,0.37823431287813386,0.3938654716691219,0.3782343128781278
2024-08-01_08,6,ridge,mean_shift,0.09344856187087858,0.11234463066930682,-0.0235053548256019
2024-08-01_08,6,ridge,full_map,0.05054473117374646,0.06014984079227797,-0.0235053548256019
2024-08-01_09,6,ridge,template,0.4708815038893696,0.4925313640733529,0.4708815038893732
2024-08-01_09,6,ridge,mean_shift,0.11693307077262292,0.1545009125795366,0.05488877933665037
2024-08-01_09,6,ridge,full_map,0.08214391508750181,0.10809940651475754,0.05488877933664327
2024-08-01_10,6,ridge,template,0.5025388072601558,0.5164641783653456,0.5025388072601515
2024-08-01_10,6,ridge,mean_shift,0.10587189239672193,0.14911550604527643,0.0896963734551548
2024-08-01_10,6,ridge,full_map,0.08969637345515744,0.10987723306523182,0.0896963734551548
2024-08-01_01,6,pls,template,0.10331892826274837,0.1537285595674009,-0.08351175453759652
2024-08-01_01,6,pls,mean_shift,0.10518834228255154,0.1421802351171971,0.059640274791981085
2024-08-01_01,6,pls,full_map,0.08069664098148366,0.13929213357368225,0.059640274791966874
2024-08-01_02,6,pls,template,0.5230757994814168,0.5383854724381572,-0.5230757994814184
2024-08-01_02,6,pls,mean_shift,0.10047168990190582,0.13208281617463238,-0.034572321288678154
2024-08-01_02,6,pls,full_map,0.06350174324735747,0.08565377099615071,-0.03457232128868526
2024-08-01_03,6,pls,template,0.39821512532411363,0.4063335652546304,-0.3982151253241142
2024-08-01_03,6,pls,mean_shift,0.4008323065978908,0.40889878726675755,-0.4008323065978914
2024-08-01_03,6,pls,full_map,0.400832306597893,0.4080140440317299,-0.4008323065978914
2024-08-01_04,6,pls,template,0.22440276577355187,0.22969849335296272,-0.22440276577355434
2024-08-01_04,6,pls,mean_shift,0.3074200599923575,0.31130674558625643,-0.30742005999236
2024-08-01_04,6,pls,full_map,0.3074200599923591,0.3168642051995556,-0.30742005999236
2024-08-01_05,6,pls,template,0.028938720829733432,0.039297479297789484,-0.021516248919617453
2024-08-01_05,6,pls,mean_shift,0.08817100071188809,0.09330803383291382,-0.08732151090180196
2024-08-01_05,6,pls,full_map,0.08732151090181217,0.09319050495064773,-0.08732151090180196
2024-08-01_06,6,pls,template,0.44031633535004394,0.446812935699143,0.44031633535004744
2024-08-01_06,6,pls,mean_shift,0.14230460757606747,0.15231575758470695,-0.13204834598209914
2024-08-01_06,6,pls,full_map,0.1343904287345798,0.14012878431973871,-0.13204834598209914
2024-08-01_07,6,pls,template,0.7287410544511673,1.832566448142483,0.728741054451163
2024-08-01_07,6,pls,mean_shift,0.2656537467498041,1.6870573903067074,0.1375731651650085
2024-08-01_07,6,pls,full_map,0.2265889779392801,1.682128703646604,0.1375731651650085
2024-08-01_08,6,pls,template,0.37823431287813386,0.3938654716691219,0.3782343128781278
2024-08-01_08,6,pls,mean_shift,0.09296937515654387,0.11205441934179511,-0.022076651903788047
2024-08-01_08,6,pls,full_map,0.059769946311057254,0.07085503173592649,-0.022076651903795153
2024-08-01_09,6,pls,template,0.4708815038893696,0.4925313640733529,0.4708815038893732
2024-08-01_09,6,pls,mean_shift,0.11521726978435134,0.15072822658702087,0.04314214180155318
2024-08-01_09,6,pls,full_map,0.08670136836718983,0.10693845122026484,0.043142141801560285
2024-08-01_10,6,pls,template,0.5025388072601558,0.5164641783653456,0.5025388072601515
2024-08-01_10,6,pls,mean_shift,0.09527383908509358,0.13210293922688798,0.057106845651389904
2024-08-01_10,6,pls,full_map,0.06226257979091782,0.07732256997971325,0.057106845651389904
2024-08-05_01,7,ridge,template,0.14289277884351828,0.1878689586240504,-0.14289277884351748
2024-08-05_01,7,ridge,mean_shift,0.40340773305110067,0.41950418675740486,0.40138181739850864
2024-08-05_01,7,ridge,full_map,0.40138181739850787,0.4115479597741333,0.40138181739850864
2024-08-05_02,7,ridge,template,0.42301187996711376,0.43727591999192406,-0.4230118799671132
2024-08-05_02,7,ridge,mean_shift,0.1448423573587766,0.1574519864049008,0.11189257531837171
2024-08-05_02,7,ridge,full_map,0.1200427937359916,0.13280291239478614,0.11189257531837171
2024-08-05_03,7,ridge,template,0.029418128254315473,0.04327766158968092,-0.0007703069334112911
2024-08-05_03,7,ridge,mean_shift,0.18144417991065775,0.1865324450152049,-0.1814441799106632
2024-08-05_03,7,ridge,full_map,0.18144417991065706,0.21213806038898253,-0.1814441799106561
2024-08-05_04,7,ridge,template,0.07269168265278157,0.08094968978683213,-0.06610064401206017
2024-08-05_04,7,ridge,mean_shift,0.09940270557620179,0.10734333153498024,-0.09663867593905451
2024-08-05_04,7,ridge,full_map,0.10042667121165662,0.11064127473519854,-0.09663867593905451
2024-08-05_05,7,ridge,template,0.14261620992052668,0.16694447877511004,0.1426162099205257
2024-08-05_05,7,ridge,mean_shift,0.1151254026692295,0.1441698096036395,0.11512540266922144
2024-08-05_05,7,ridge,full_map,0.11870275073114564,0.13147257300722112,0.11512540266922855
2024-08-05_06,7,ridge,template,0.3215858728418751,0.3381634686283131,0.32158587284187234
2024-08-05_06,7,ridge,mean_shift,0.2691908115476479,0.2887918816811558,0.2691908115476451
2024-08-05_06,7,ridge,full_map,0.2767125558728482,0.2832332893699623,0.2691908115476451
2024-08-05_01,7,pls,template,0.14289277884351828,0.1878689586240504,-0.14289277884351748
2024-08-05_01,7,pls,mean_shift,0.20510404191860335,0.21683985657317284,0.1792850357107696
2024-08-05_01,7,pls,full_map,0.1877161149263211,0.21190601050044292,0.1792850357107696
2024-08-05_02,7,pls,template,0.42301187996711376,0.43727591999192406,-0.4230118799671132
2024-08-05_02,7,pls,mean_shift,0.13722127990527874,0.14888950911704937,0.09948319613705792
2024-08-05_02,7,pls,full_map,0.10961527448099696,0.11787441410038807,0.09948319613705792
2024-08-05_03,7,pls,template,0.029418128254315473,0.04327766158968092,-0.0007703069334112911
2024-08-05_03,7,pls,mean_shift,0.1855173543706331,0.19049685402278527,-0.18551735437063854
2024-08-05_03,7,pls,full_map,0.18551735437063263,0.20376265670826124,-0.18551735437063854
2024-08-05_04,7,pls,template,0.07269168265278157,0.08094968978683213,-0.06610064401206017
2024-08-05_04,7,pls,mean_shift,0.07967000091724055,0.08778957235615832,-0.07431992920275832
2024-08-05_04,7,pls,full_map,0.07488498928287421,0.08931224231394477,-0.07431992920275121
2024-08-05_05,7,pls,template,0.14261620992052668,0.16694447877511004,0.1426162099205257
2024-08-05_05,7,pls,mean_shift,0.06295900695371534,0.09257263575052775,0.03222758489869193
2024-08-05_05,7,pls,full_map,0.044434862490492444,0.06300707297489896,0.032227584898684825
2024-08-05_06,7,pls,template,0.3215858728418751,0.3381634686283131,0.32158587284187234
2024-08-05_06,7,pls,mean_shift,0.16306933802563175,0.19372317080664145,0.16306933802562895
2024-08-05_06,7,pls,full_map,0.1689070269219943,0.17164202873782208,0.16306933802562895
2024-08-07_01,8,ridge,template,0.07985766349755048,0.13806630646793686,-0.044727384039184415
2024-08-07_01,8,ridge,mean_shift,0.16241939931378663,0.1741715596832702,0.11521269940328693
2024-08-07_01,8,ridge,full_map,0.14398685879722634,0.16290397864523604,0.11521269940328693
2024-08-07_02,8,ridge,template,0.19811839527513572,0.21627140084183513,-0.19811839527513797
2024-08-07_02,8,ridge,mean_shift,0.07597177204179664,0.112557057010059,-0.0717403011359039
2024-08-07_02,8,ridge,full_map,0.07222015841613148,0.12736038662715507,-0.07174030113591101
2024-08-07_03,8,ridge,template,0.02990347162201194,0.04901391794139936,-0.018606035724573644
2024-08-07_03,8,ridge,mean_shift,0.0367927387883223,0.05515347520950072,-0.031396277503915826
2024-08-07_03,8,ridge,full_map,0.04330929006099063,0.11295007943902334,-0.031396277503915826
2024-08-07_04,8,ridge,template,0.12539142898300087,0.13246264949932432,-0.1253914289830007
2024-08-07_04,8,ridge,mean_shift,0.04468386934678823,0.057807053538130634,-0.038965528211207356
2024-08-07_04,8,ridge,full_map,0.04168037801916345,0.052062277283159084,-0.038965528211207356
2024-08-07_05,8,ridge,template,0.06644320080668611,0.10342901771739653,0.059070368769809534
2024-08-07_05,8,ridge,mean_shift,0.07965394979505264,0.09563096709710076,-0.044011687408485045
2024-08-07_05,8,ridge,full_map,0.07523110404725016,0.0903531673799175,-0.044011687408485045
2024-08-07_06,8,ridge,template,0.19774677326419018,0.2124517396358397,0.19774677326419265
2024-08-07_06,8,ridge,mean_shift,0.110594279986147,0.134016415484783,0.10921741748227021
2024-08-07_06,8,ridge,full_map,0.11214132322633794,0.11935968798199725,0.1092174174822631
2024-08-07_07,8,ridge,template,0.3000647507922801,0.3130544642994681,0.3000647507922807
2024-08-07_07,8,ridge,mean_shift,0.07270056845863417,0.089745404571484,-0.009486553215239724
2024-08-07_07,8,ridge,full_map,0.041691509063514605,0.08659578438664643,-0.009486553215239724
2024-08-07_08,8,ridge,template,0.1576843704984151,0.20252365942039657,0.008556885623733024
2024-08-07_08,8,ridge,mean_shift,0.402310991222728,0.4241488531543851,0.3727729031175997
2024-08-07_08,8,ridge,full_map,0.38841639659182653,0.4074446943596076,0.3727729031175997
2024-08-07_09,8,ridge,template,0.25979180351483877,0.27844405799836075,0.23000520023048665
2024-08-07_09,8,ridge,mean_shift,0.5468606099445481,0.5679491694414501,0.5458365669023166
2024-08-07_09,8,ridge,full_map,0.54583656690231,0.5579955579716968,0.5458365669023166
2024-08-07_10,8,ridge,template,0.48369059348890936,0.4929630963259149,0.48369059348890175
2024-08-07_10,8,ridge,mean_shift,0.726769308782402,0.7329731593296102,0.7267693087823943
2024-08-07_10,8,ridge,full_map,0.7267693087823993,0.7367931944666735,0.7267693087823943
2024-08-07_01,8,pls,template,0.07985766349755048,0.13806630646793686,-0.044727384039184415
2024-08-07_01,8,pls,mean_shift,0.159678890445083,0.17163515372245106,0.11134118687448336
2024-08-07_01,8,pls,full_map,0.12434599185519801,0.1367245003883071,0.11134118687448336
2024-08-07_02,8,pls,template,0.19811839527513572,0.21627140084183513,-0.19811839527513797
2024-08-07_02,8,pls,mean_shift,0.0963074926118117,0.12960537569433206,-0.09630749261181393
2024-08-07_02,8,pls,full_map,0.09630749261181457,0.12269710420705893,-0.09630749261181393
2024-08-07_03,8,pls,template,0.02990347162201194,0.04901391794139936,-0.018606035724573644
2024-08-07_03,8,pls,mean_shift,0.03582136680967599,0.05430765838059021,-0.029885484305943066
2024-08-07_03,8,pls,full_map,0.03513567702981678,0.05522961277323442,-0.029885484305950172
2024-08-07_04,8,pls,template,0.12539142898300087,0.13246264949932432,-0.1253914289830007
2024-08-07_04,8,pls,mean_shift,0.03279714321638949,0.048842097351938646,-0.02371091360015498
2024-08-07_04,8,pls,full_map,0.02914848749390666,0.055895341982731855,-0.023710913600162087
2024-08-07_05,8,pls,template,0.06644320080668611,0.10342901771739653,0.059070368769809534
2024-08-07_05,8,pls,mean_shift,0.07275090869232115,0.09042323891800978,-0.0311144483646828
2024-08-07_05,8,pls,full_map,0.06628793538503247,0.09150691373775821,-0.0311144483646828
2024-08-07_06,8,pls,template,0.19774677326419018,0.2124517396358397,0.19774677326419265
2024-08-07_06,8,pls,mean_shift,0.1370744070661147,0.15688007570988005,0.1363062831157933
2024-08-07_06,8,pls,full_map,0.14525938465670743,0.15515975113156555,0.1363062831157933
2024-08-07_07,8,pls,template,0.3000647507922801,0.3130544642994681,0.3000647507922807
2024-08-07_07,8,pls,mean_shift,0.0687312764787537,0.08987055485725344,0.010605360934782482
2024-08-07_07,8,pls,full_map,0.03913524780524401,0.06238297198703578,0.010605360934775376
2024-08-07_08,8,pls,template,0.1576843704984151,0.20252365942039657,0.008556885623733024
2024-08-07_08,8,pls,mean_shift,0.4271346964036169,0.4495741867553908,0.40146523767733555
2024-08-07_08,8,pls,full_map,0.41432562999465183,0.4325061804406533,0.40146523767732845
2024-08-07_09,8,pls,template,0.25979180351483877,0.27844405799836075,0.23000520023048665
2024-08-07_09,8,pls,mean_shift,0.6250690981623809,0.6444688346065015,0.6250690981623848
2024-08-07_09,8,pls,full_map,0.625069098162378,0.6368678299561209,0.6250690981623848
2024-08-07_10,8,pls,template,0.48369059348890936,0.4929630963259149,0.48369059348890175
2024-08-07_10,8,pls,mean_shift,0.8183013215461163,0.823816166965483,0.8183013215461159
2024-08-07_10,8,pls,full_map,0.8183013215461138,0.8287891350043477,0.8183013215461088
2024-08-21_01,9,ridge,template,0.6097568055753089,0.6538106555094437,-0.6097568055753158
2024-08-21_01,9,ridge,mean_shift,0.17149494457699863,0.2436816301881913,-0.06095675170882231
2024-08-21_01,9,ridge,full_map,0.08271794026872159,0.12781861967744193,-0.06095675170882231
2024-08-21_02,9,ridge,template,0.6968523111932866,0.7261717495782108,-0.6968523111932896
2024-08-21_02,9,ridge,mean_shift,0.15845308102280597,0.2099567054282668,-0.04857521882850335
2024-08-21_02,9,ridge,full_map,0.10258931905257776,0.1495895594800713,-0.04857521882850335
2024-08-21_03,9,ridge,template,0.5204837718674439,0.5397124357328741,-0.5204837718674469
2024-08-21_03,9,ridge,mean_shift,0.12396673829360745,0.18073608531847776,-0.1108123460129633
2024-08-21_03,9,ridge,full_map,0.11332027598155547,0.16530138531125485,-0.1108123460129633
2024-08-21_04,9,ridge,template,0.30426129995733125,0.31800435758695306,-0.3042612999573322
2024-08-21_04,9,ridge,mean_shift,0.13098127984905875,0.16033692171007605,-0.1309812798490526
2024-08-21_04,9,ridge,full_map,0.1309812798490559,0.16475771047952537,-0.13098127984905972
2024-08-21_05,9,ridge,template,0.10127703029441025,0.11496792770680099,-0.10127703029441193
2024-08-21_05,9,ridge,mean_shift,0.14712080856761223,0.156860192048618,-0.1471208085676068
2024-08-21_05,9,ridge,full_map,0.1471208085676091,0.17163727302300594,-0.1471208085676068
2024-08-21_06,9,ridge,template,0.3310049921775001,0.3337093129235436,0.33100499217749757
2024-08-21_06,9,ridge,mean_shift,0.07215000610545745,0.08134849947607867,0.06942605909551247
2024-08-21_06,9,ridge,full_map,0.08984613846036334,0.11681039696445814,0.06942605909551247
2024-08-21_07,9,ridge,template,0.16960469350021387,0.18164303545400576,0.16812746408760404
2024-08-21_07,9,ridge,mean_shift,0.05622443335096154,0.08073059314356473,0.04230934318678692
2024-08-21_07,9,ridge,full_map,0.06883657319477297,0.08646852955898837,0.04230934318678692
2024-08-21_08,9,ridge,template,0.25185218318873587,0.2596837663119583,0.25185218318873126
2024-08-21_08,9,ridge,mean_shift,0.07489230564305799,0.08339048730888457,-0.054293987370442665
2024-08-21_08,9,ridge,full_map,0.05707435174676486,0.08584479915893369,-0.054293987370442665
2024-08-21_10,9,ridge,template,0.3384499359977248,0.34817353953212016,0.33844993599771556
2024-08-21_10,9,ridge,mean_shift,0.08157267203052905,0.09886601012635131,-0.05565998117896953
2024-08-21_10,9,ridge,full_map,0.06748632990276461,0.12148790610451995,-0.05565998117896953
2024-08-21_01,9,pls,template,0.6097568055753089,0.6538106555094437,-0.6097568055753158
2024-08-21_01,9,pls,mean_shift,0.19007827322487234,0.23666512307579005,0.01858411063772536
2024-08-21_01,9,pls,full_map,0.0648243542121621,0.09872864861288827,0.018584110637732465
2024-08-21_02,9,pls,template,0.6968523111932866,0.7261717495782108,-0.6968523111932896
2024-08-21_02,9,pls,mean_shift,0.1950702315987393,0.21598884809802588,0.07020624069595272
2024-08-21_02,9,pls,full_map,0.13189943758470626,0.14767584973771594,0.07020624069595272
2024-08-21_03,9,pls,template,0.5204837718674439,0.5397124357328741,-0.5204837718674469
2024-08-21_03,9,pls,mean_shift,0.11785374792904578,0.14278042564720314,0.0003056806275125723
2024-08-21_03,9,pls,full_map,0.1018690873146196,0.12435667901409954,0.0003056806275125723
2024-08-21_04,9,pls,template,0.30426129995733125,0.31800435758695306,-0.3042612999573322
2024-08-21_04,9,pls,mean_shift,0.07503793642865594,0.10995020494552002,-0.0594744884382834
2024-08-21_04,9,pls,full_map,0.09158977028911935,0.13244912050641441,-0.059474488438276296
2024-08-21_05,9,pls,template,0.10127703029441025,0.11496792770680099,-0.10127703029441193
2024-08-21_05,9,pls,mean_shift,0.1353271730486495,0.14585620076390463,-0.13532717304864406
2024-08-21_05,9,pls,full_map,0.13549543981698495,0.18732700782600806,-0.13532717304864406
2024-08-21_06,9,pls,template,0.3310049921775001,0.3337093129235436,0.33100499217749757
2024-08-21_06,9,pls,mean_shift,0.05388014164300774,0.06611930465067249,0.050736197748868506
2024-08-21_06,9,pls,full_map,0.08711128694069531,0.1039348284213928,0.050736197748868506
2024-08-21_07,9,pls,template,0.16960469350021387,0.18164303545400576,0.16812746408760404
2024-08-21_07,9,pls,mean_shift,0.08455791296017087,0.10438797690009513,0.07854617478197667
2024-08-21_07,9,pls,full_map,0.11799654722424786,0.13920598699708225,0.07854617478197667
2024-08-21_08,9,pls,template,0.25185218318873587,0.2596837663119583,0.25185218318873126
2024-08-21_08,9,pls,mean_shift,0.06205858432423288,0.0720040528677981,-0.034328520509298244
2024-08-21_08,9,pls,full_map,0.04191275856044453,0.08279317099715505,-0.034328520509298244
2024-08-21_10,9,pls,template,0.3384499359977248,0.34817353953212016,0.33844993599771556
2024-08-21_10,9,pls,mean_shift,0.07230709011029825,0.09103967144905104,-0.04014682209205489
2024-08-21_10,9,pls,full_map,0.0539288247748081,0.101601255279223,-0.04014682209204068
2024-08-22_01,10,ridge,template,0.6603481407169597,0.6874112756841013,-0.6603481407169554
2024-08-22_01,10,ridge,mean_shift,0.1323688045826235,0.21272619012078317,-0.09369011139925476
2024-08-22_01,10,ridge,full_map,0.09379189053338406,0.12813918257615178,-0.09369011139926897
2024-08-22_02,10,ridge,template,0.33524476993044294,0.3611797435178023,-0.3352447699304406
2024-08-22_02,10,ridge,mean_shift,0.10205263073185078,0.14998988676481714,-0.06659740813164206
2024-08-22_02,10,ridge,full_map,0.08515359218574799,0.14403100809748318,-0.06659740813164916
2024-08-22_03,10,ridge,template,0.4801357811663978,0.4907598569454464,-0.4801357811663962
2024-08-22_03,10,ridge,mean_shift,0.13622148396241746,0.16991515978796934,-0.13622148396241585
2024-08-22_03,10,ridge,full_map,0.13622148396242184,0.15256585043073997,-0.13622148396241585
2024-08-22_04,10,ridge,template,0.2650672418405558,0.27663685468394544,-0.252053758694494
2024-08-22_04,10,ridge,mean_shift,0.17406677118915487,0.1951963567390183,-0.15844483452224978
2024-08-22_04,10,ridge,full_map,0.17341071784103035,0.1951029770493152,-0.15844483452224978
2024-08-22_01,10,pls,template,0.6603481407169597,0.6874112756841013,-0.6603481407169554
2024-08-22_01,10,pls,mean_shift,0.13274939122646048,0.1952241311978143,-0.040470562297095114
2024-08-22_01,10,pls,full_map,0.06963241813455393,0.10760864393964882,-0.04047056229710222
2024-08-22_02,10,pls,template,0.33524476993044294,0.3611797435178023,-0.3352447699304406
2024-08-22_02,10,pls,mean_shift,0.10003463281379582,0.13775188555858423,-0.030229631375114252
2024-08-22_02,10,pls,full_map,0.07173156178985264,0.10628201906752967,-0.030229631375121357
2024-08-22_03,10,pls,template,0.4801357811663978,0.4907598569454464,-0.4801357811663962
2024-08-22_03,10,pls,mean_shift,0.09364937846351463,0.13480069103422085,-0.08863609575367803
2024-08-22_03,10,pls,full_map,0.0886360957536841,0.1101508307136051,-0.08863609575368514
2024-08-22_04,10,pls,template,0.2650672418405558,0.27663685468394544,-0.252053758694494
2024-08-22_04,10,pls,mean_shift,0.1685126609701496,0.1905060941943728,-0.15262935441058545
2024-08-22_04,10,pls,full_map,0.16729381873403862,0.19133703757951165,-0.15262935441058545
