held_out_lot,family,feature,feature_group,sensor_family,importance_metric,importance,coefficient_sign,rank,top_20
3,pls,Stat3_Etch_MV_PlatenRFTuningCapacitor__short_phase_mean,G3_bosch_phase,rf_power_matching_electrical,VIP,1.3661490572450605,-1,41,False
3,pls,Stat3_Etch_MV_PlatenRFTuningCapacitor__phase_difference,G3_bosch_phase,rf_power_matching_electrical,VIP,2.1852855234591355,-1,5,True
3,pls,Stat3_Etch_MV_PlatenRFTuningCapacitor__cycle_mean_std,G4_cycle_behavior,rf_power_matching_electrical,VIP,0.7473936808468538,1,121,False
3,pls,Stat3_Etch_MV_PlatenRFTuningCapacitor__cycle_mean_slope,G4_cycle_behavior,rf_power_matching_electrical,VIP,0.6846616820853987,1,140,False
3,pls,Stat3_Etch_MV_Pressure__active_mean,G1_level,pressure,VIP,0.2987209639651889,1,221,False
3,pls,Stat3_Etch_MV_Pressure__active_std,G1_level,pressure,VIP,1.8712736201053695,-1,16,True
3,pls,Stat3_Etch_MV_Pressure__active_range,G1_level,pressure,VIP,0.7537532478864819,-1,118,False
3,pls,Stat3_Etch_MV_Pressure__active_slope,G2_temporal_drift,pressure,VIP,0.821790584818159,1,97,False
3,pls,Stat3_Etch_MV_Pressure__early_late_delta,G2_temporal_drift,pressure,VIP,0.45090678671865775,1,194,False
3,pls,Stat3_Etch_MV_Pressure__long_phase_mean,G3_bosch_phase,pressure,VIP,0.24059828974929381,-1,227,False
3,pls,Stat3_Etch_MV_Pressure__short_phase_mean,G3_bosch_phase,pressure,VIP,0.27771320199742544,1,223,False
3,pls,Stat3_Etch_MV_Pressure__phase_difference,G3_bosch_phase,pressure,VIP,0.2621415072490528,-1,226,False
3,pls,Stat3_Etch_MV_Pressure__cycle_mean_std,G4_cycle_behavior,pressure,VIP,0.6154708886114675,1,158,False
3,pls,Stat3_Etch_MV_Pressure__cycle_mean_slope,G4_cycle_behavior,pressure,VIP,0.3995746350441197,-1,204,False
3,pls,Stat3_Etch_MV_SourceRF2PeakToPeak__active_mean,G1_level,rf_power_matching_electrical,VIP,0.16101159299984388,1,240,False
3,pls,Stat3_Etch_MV_SourceRF2PeakToPeak__active_std,G1_level,rf_power_matching_electrical,VIP,0.1948998173739629,1,232,False
3,pls,Stat3_Etch_MV_SourceRF2PeakToPeak__active_slope,G2_temporal_drift,rf_power_matching_electrical,VIP,0.4725370217605545,-1,187,False
3,pls,Stat3_Etch_MV_SourceRF2PeakToPeak__early_late_delta,G2_temporal_drift,rf_power_matching_electrical,VIP,0.43738906733164873,-1,198,False
3,pls,Stat3_Etch_MV_SourceRF2PeakToPeak__long_phase_mean,G3_bosch_phase,rf_power_matching_electrical,VIP,0.1639413428669509,1,238,False
3,pls,Stat3_Etch_MV_SourceRF2PeakToPeak__phase_difference,G3_bosch_phase,rf_power_matching_electrical,VIP,0.1639413428669509,1,239,False
3,pls,Stat3_Etch_MV_SourceRF2PeakToPeak__cycle_mean_std,G4_cycle_behavior,rf_power_matching_electrical,VIP,0.18523927497912002,1,234,False
3,pls,Stat3_Etch_MV_SourceRF2PeakToPeak__cycle_mean_slope,G4_cycle_behavior,rf_power_matching_electrical,VIP,0.4844707244139379,-1,185,False
3,pls,Stat3_Etch_MV_SourceRF2TuningCapacitor__active_mean,G1_level,rf_power_matching_electrical,VIP,0.8023908359368022,-1,107,False
3,pls,Stat3_Etch_MV_SourceRF2TuningCapacitor__active_std,G1_level,rf_power_matching_electrical,VIP,0.8058460730676391,1,103,False
3,pls,Stat3_Etch_MV_SourceRF2TuningCapacitor__active_slope,G2_temporal_drift,rf_power_matching_electrical,VIP,0.802406265097166,1,106,False
3,pls,Stat3_Etch_MV_SourceRF2TuningCapacitor__early_late_delta,G2_temporal_drift,rf_power_matching_electrical,VIP,0.802528815884827,1,105,False
3,pls,Stat3_Etch_MV_SourceRF2TuningCapacitor__short_phase_mean,G3_bosch_phase,rf_power_matching_electrical,VIP,0.8008592412400026,-1,110,False
3,pls,Stat3_Etch_MV_SourceRF2TuningCapacitor__phase_difference,G3_bosch_phase,rf_power_matching_electrical,VIP,0.8008592412400029,1,109,False
3,pls,Stat3_Etch_MV_SourceRFLoadPower__active_mean,G1_level,rf_power_matching_electrical,VIP,1.5606700992254843,1,34,False
3,pls,Stat3_Etch_MV_SourceRFLoadPower__active_std,G1_level,rf_power_matching_electrical,VIP,0.7513974983065396,1,119,False
3,pls,Stat3_Etch_MV_SourceRFLoadPower__active_range,G1_level,rf_power_matching_electrical,VIP,0.6416633848312758,-1,151,False
3,pls,Stat3_Etch_MV_SourceRFLoadPower__active_slope,G2_temporal_drift,rf_power_matching_electrical,VIP,0.6215617507499247,-1,153,False
3,pls,Stat3_Etch_MV_SourceRFLoadPower__early_late_delta,G2_temporal_drift,rf_power_matching_electrical,VIP,0.6790284217139634,1,145,False
3,pls,Stat3_Etch_MV_SourceRFLoadPower__long_phase_mean,G3_bosch_phase,rf_power_matching_electrical,VIP,2.00116036351151,1,11,True
3,pls,Stat3_Etch_MV_SourceRFLoadPower__short_phase_mean,G3_bosch_phase,rf_power_matching_electrical,VIP,0.7285928685512894,-1,129,False
3,pls,Stat3_Etch_MV_SourceRFLoadPower__phase_difference,G3_bosch_phase,rf_power_matching_electrical,VIP,0.7090916293683185,1,134,False
3,pls,Stat3_Etch_MV_SourceRFLoadPower__cycle_mean_std,G4_cycle_behavior,rf_power_matching_electrical,VIP,0.7513506079732334,1,120,False
3,pls,Stat3_Etch_MV_SourceRFLoadPower__cycle_mean_slope,G4_cycle_behavior,rf_power_matching_electrical,VIP,0.7106421448891889,-1,133,False
3,pls,Stat3_Etch_MV_SourceRFPeakToPeak__active_mean,G1_level,rf_power_matching_electrical,VIP,0.44179856362502723,1,195,False
3,pls,Stat3_Etch_MV_SourceRFPeakToPeak__active_std,G1_level,rf_power_matching_electrical,VIP,0.6149093712809698,1,159,False
3,pls,Stat3_Etch_MV_SourceRFPeakToPeak__active_range,G1_level,rf_power_matching_electrical,VIP,0.6079435486483429,1,162,False
3,pls,Stat3_Etch_MV_SourceRFPeakToPeak__active_slope,G2_temporal_drift,rf_power_matching_electrical,VIP,1.0978869612026356,-1,56,False
3,pls,Stat3_Etch_MV_SourceRFPeakToPeak__early_late_delta,G2_temporal_drift,rf_power_matching_electrical,VIP,0.9256290707854147,-1,80,False
3,pls,Stat3_Etch_MV_SourceRFPeakToPeak__long_phase_mean,G3_bosch_phase,rf_power_matching_electrical,VIP,0.43679440702347516,1,199,False
3,pls,Stat3_Etch_MV_SourceRFPeakToPeak__short_phase_mean,G3_bosch_phase,rf_power_matching_electrical,VIP,0.5366229627560795,1,177,False
3,pls,Stat3_Etch_MV_SourceRFPeakToPeak__phase_difference,G3_bosch_phase,rf_power_matching_electrical,VIP,0.6178290615417686,1,157,False
3,pls,Stat3_Etch_MV_SourceRFPeakToPeak__cycle_mean_std,G4_cycle_behavior,rf_power_matching_electrical,VIP,0.4394169201362872,1,197,False
3,pls,Stat3_Etch_MV_SourceRFPeakToPeak__cycle_mean_slope,G4_cycle_behavior,rf_power_matching_electrical,VIP,0.8091430491115609,-1,101,False
3,pls,Stat3_Etch_MV_SourceRFReflectedPower__active_mean,G1_level,rf_power_matching_electrical,VIP,2.009681210628263,-1,10,True
3,pls,Stat3_Etch_MV_SourceRFReflectedPower__active_std,G1_level,rf_power_matching_electrical,VIP,1.5576394188623606,-1,35,False
3,pls,Stat3_Etch_MV_SourceRFReflectedPower__active_range,G1_level,rf_power_matching_electrical,VIP,2.0867310909946024,-1,6,True
3,pls,Stat3_Etch_MV_SourceRFReflectedPower__active_slope,G2_temporal_drift,rf_power_matching_electrical,VIP,1.3303676167927443,1,43,False
3,pls,Stat3_Etch_MV_SourceRFReflectedPower__early_late_delta,G2_temporal_drift,rf_power_matching_electrical,VIP,1.0105755449591696,1,68,False
3,pls,Stat3_Etch_MV_SourceRFReflectedPower__long_phase_mean,G3_bosch_phase,rf_power_matching_electrical,VIP,1.5766075481163195,-1,33,False
3,pls,Stat3_Etch_MV_SourceRFReflectedPower__short_phase_mean,G3_bosch_phase,rf_power_matching_electrical,VIP,1.9620377242779767,-1,12,True
3,pls,Stat3_Etch_MV_SourceRFReflectedPower__phase_difference,G3_bosch_phase,rf_power_matching_electrical,VIP,1.757179663396159,1,18,True
3,pls,Stat3_Etch_MV_SourceRFReflectedPower__cycle_mean_std,G4_cycle_behavior,rf_power_matching_electrical,VIP,1.0473119460072882,1,64,False
3,pls,Stat3_Etch_MV_SourceRFReflectedPower__cycle_mean_slope,G4_cycle_behavior,rf_power_matching_electrical,VIP,1.399414736319259,-1,39,False
3,pls,Stat3_Etch_MV_moriInnerCurrent__active_mean,G1_level,remaining_process_signals,VIP,1.6304869477808341,-1,26,False
3,pls,Stat3_Etch_MV_moriInnerCurrent__active_std,G1_level,remaining_process_signals,VIP,0.7917750961572082,1,115,False
3,pls,Stat3_Etch_MV_moriInnerCurrent__active_range,G1_level,remaining_process_signals,VIP,0.6035180245423797,1,165,False
3,pls,Stat3_Etch_MV_moriInnerCurrent__active_slope,G2_temporal_drift,remaining_process_signals,VIP,0.8464696502706788,-1,92,False
3,pls,Stat3_Etch_MV_moriInnerCurrent__early_late_delta,G2_temporal_drift,remaining_process_signals,VIP,0.7931663259609663,-1,114,False
3,pls,Stat3_Etch_MV_moriInnerCurrent__long_phase_mean,G3_bosch_phase,remaining_process_signals,VIP,1.5878419609811227,-1,32,False
3,pls,Stat3_Etch_MV_moriInnerCurrent__short_phase_mean,G3_bosch_phase,remaining_process_signals,VIP,1.0959275338146188,-1,57,False
3,pls,Stat3_Etch_MV_moriInnerCurrent__phase_difference,G3_bosch_phase,remaining_process_signals,VIP,0.18213911966752805,1,236,False
3,pls,Stat3_Etch_MV_moriInnerCurrent__cycle_mean_std,G4_cycle_behavior,remaining_process_signals,VIP,1.4475613837548118,1,37,False
3,pls,Stat3_Etch_MV_moriInnerCurrent__cycle_mean_slope,G4_cycle_behavior,remaining_process_signals,VIP,0.8691951414965837,-1,89,False
3,ridge,Stat3_Etch_MV_ForeLinePressure__active_mean,G1_level,pressure,absolute_standardized_coefficient,0.004103120632954364,1,128,False
3,ridge,Stat3_Etch_MV_ForeLinePressure__active_std,G1_level,pressure,absolute_standardized_coefficient,0.02538137059790119,-1,7,True
3,ridge,Stat3_Etch_MV_ForeLinePressure__active_range,G1_level,pressure,absolute_standardized_coefficient,0.03563838798558574,-1,3,True
3,ridge,Stat3_Etch_MV_ForeLinePressure__active_slope,G2_temporal_drift,pressure,absolute_standardized_coefficient,0.001259746501420246,1,203,False
3,ridge,Stat3_Etch_MV_ForeLinePressure__early_late_delta,G2_temporal_drift,pressure,absolute_standardized_coefficient,0.0029931565352991373,1,149,False
3,ridge,Stat3_Etch_MV_ForeLinePressure__long_phase_mean,G3_bosch_phase,pressure,absolute_standardized_coefficient,0.00040551824985660817,1,232,False
3,ridge,Stat3_Etch_MV_ForeLinePressure__short_phase_mean,G3_bosch_phase,pressure,absolute_standardized_coefficient,0.010026495913523394,1,49,False
3,ridge,Stat3_Etch_MV_ForeLinePressure__phase_difference,G3_bosch_phase,pressure,absolute_standardized_coefficient,0.011055959284406426,-1,44,False
3,ridge,Stat3_Etch_MV_ForeLinePressure__cycle_mean_std,G4_cycle_behavior,pressure,absolute_standardized_coefficient,0.013636463963942651,1,32,False
3,ridge,Stat3_Etch_MV_ForeLinePressure__cycle_mean_slope,G4_cycle_behavior,pressure,absolute_standardized_coefficient,0.008630788233130569,1,60,False
3,ridge,Stat3_Etch_MV_Gas1Flow__active_mean,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.0004963239797648861,-1,231,False
3,ridge,Stat3_Etch_MV_Gas1Flow__active_std,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.0013126357059026028,1,199,False
3,ridge,Stat3_Etch_MV_Gas1Flow__active_range,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.0009002430975465738,1,215,False
3,ridge,Stat3_Etch_MV_Gas1Flow__active_slope,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.001847804787487,-1,176,False
3,ridge,Stat3_Etch_MV_Gas1Flow__early_late_delta,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.0008845163720698686,-1,216,False
3,ridge,Stat3_Etch_MV_Gas1Flow__long_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.0030679544660482364,-1,146,False
3,ridge,Stat3_Etch_MV_Gas1Flow__short_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.0008082412276506465,1,219,False
3,ridge,Stat3_Etch_MV_Gas1Flow__phase_difference,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.0015029098989248805,-1,188,False
3,ridge,Stat3_Etch_MV_Gas1Flow__cycle_mean_std,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.0020075210055693444,1,171,False
3,ridge,Stat3_Etch_MV_Gas1Flow__cycle_mean_slope,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.00022992741702691056,-1,235,False
3,ridge,Stat3_Etch_MV_Gas2Flow__active_mean,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.0045853521918994816,1,118,False
3,ridge,Stat3_Etch_MV_Gas2Flow__active_std,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.006652449117831822,1,88,False
3,ridge,Stat3_Etch_MV_Gas2Flow__active_range,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.004136920274689257,1,126,False
3,ridge,Stat3_Etch_MV_Gas2Flow__active_slope,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.0028720893020495247,1,157,False
3,ridge,Stat3_Etch_MV_Gas2Flow__early_late_delta,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.003140233006613027,-1,143,False
3,ridge,Stat3_Etch_MV_Gas2Flow__long_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.004741962713529104,1,115,False
3,ridge,Stat3_Etch_MV_Gas2Flow__short_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.004157287500286797,1,125,False
3,ridge,Stat3_Etch_MV_Gas2Flow__phase_difference,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.011155430625342338,1,40,False
3,ridge,Stat3_Etch_MV_Gas2Flow__cycle_mean_std,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.018171673117805355,1,20,True
3,ridge,Stat3_Etch_MV_Gas2Flow__cycle_mean_slope,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.0032571742121517396,1,140,False
3,ridge,Stat3_Etch_MV_Gas4Flow__active_mean,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.006565920426943124,-1,90,False
3,ridge,Stat3_Etch_MV_Gas4Flow__active_std,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.0012535863125207576,1,204,False
3,ridge,Stat3_Etch_MV_Gas4Flow__active_slope,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.0039732287134941644,-1,130,False
3,ridge,Stat3_Etch_MV_Gas4Flow__early_late_delta,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.005038784949146393,1,109,False
3,ridge,Stat3_Etch_MV_Gas4Flow__long_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.0029394797809534027,1,152,False
3,ridge,Stat3_Etch_MV_Gas4Flow__short_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.005269914775654044,1,105,False
3,ridge,Stat3_Etch_MV_Gas4Flow__phase_difference,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.005832084356010217,-1,98,False
3,ridge,Stat3_Etch_MV_Gas4Flow__cycle_mean_std,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.00831110711753783,1,67,False
3,ridge,Stat3_Etch_MV_Gas4Flow__cycle_mean_slope,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.011149110045857384,-1,41,False
3,ridge,Stat3_Etch_MV_Gas5Flow__active_mean,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.011140359562713666,1,42,False
3,ridge,Stat3_Etch_MV_Gas5Flow__active_std,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.008943655136205519,-1,56,False
3,ridge,Stat3_Etch_MV_Gas5Flow__active_slope,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.000673910694334624,1,223,False
3,ridge,Stat3_Etch_MV_Gas5Flow__early_late_delta,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.006533795285477164,-1,92,False
3,ridge,Stat3_Etch_MV_Gas5Flow__long_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.0013399578216639425,-1,197,False
3,ridge,Stat3_Etch_MV_Gas5Flow__short_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.004284372035819138,-1,124,False
3,ridge,Stat3_Etch_MV_Gas5Flow__phase_difference,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.008193690503620727,1,70,False
3,ridge,Stat3_Etch_MV_Gas5Flow__cycle_mean_std,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.007525606321804846,1,81,False
3,ridge,Stat3_Etch_MV_Gas5Flow__cycle_mean_slope,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.007687709683360852,1,77,False
3,ridge,Stat3_Etch_MV_Gas7Flow__active_mean,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.0029269412563099214,-1,153,False
3,ridge,Stat3_Etch_MV_Gas7Flow__active_std,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.0025396214083774097,1,167,False
3,ridge,Stat3_Etch_MV_Gas7Flow__active_range,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,2.6452866806054448e-05,1,241,False
3,ridge,Stat3_Etch_MV_Gas7Flow__active_slope,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.008789078247481432,1,57,False
3,ridge,Stat3_Etch_MV_Gas7Flow__early_late_delta,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.008279262113367448,1,68,False
3,ridge,Stat3_Etch_MV_Gas7Flow__long_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.002884713167933325,-1,156,False
3,ridge,Stat3_Etch_MV_Gas7Flow__short_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.0030315131278315886,-1,147,False
3,ridge,Stat3_Etch_MV_Gas7Flow__phase_difference,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.003934549479697587,1,131,False
3,ridge,Stat3_Etch_MV_Gas7Flow__cycle_mean_std,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.007334111037960662,-1,82,False
3,ridge,Stat3_Etch_MV_Gas7Flow__cycle_mean_slope,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.00862498055464232,1,61,False
3,ridge,Stat3_Etch_MV_Heater1Temp__active_mean,G1_level,heater_temperature,absolute_standardized_coefficient,0.00013176009106784177,1,239,False
3,ridge,Stat3_Etch_MV_Heater1Temp__active_std,G1_level,heater_temperature,absolute_standardized_coefficient,0.0005335484976252865,1,230,False
3,ridge,Stat3_Etch_MV_Heater1Temp__active_slope,G2_temporal_drift,heater_temperature,absolute_standardized_coefficient,0.010814373350081912,1,45,False
3,ridge,Stat3_Etch_MV_Heater1Temp__early_late_delta,G2_temporal_drift,heater_temperature,absolute_standardized_coefficient,0.011178327029190752,-1,39,False
3,ridge,Stat3_Etch_MV_Heater1Temp__long_phase_mean,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,5.4922679954900544e-05,1,240,False
3,ridge,Stat3_Etch_MV_Heater1Temp__short_phase_mean,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.00019464439464004037,1,236,False
3,ridge,Stat3_Etch_MV_Heater1Temp__phase_difference,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.00016413898854659797,-1,238,False
3,ridge,Stat3_Etch_MV_Heater1Temp__cycle_mean_std,G4_cycle_behavior,heater_temperature,absolute_standardized_coefficient,0.021857340745165495,1,13,True
3,ridge,Stat3_Etch_MV_Heater1Temp__cycle_mean_slope,G4_cycle_behavior,heater_temperature,absolute_standardized_coefficient,0.00877247217076919,1,58,False
3,ridge,Stat3_Etch_MV_Heater2Temp__active_mean,G1_level,heater_temperature,absolute_standardized_coefficient,0.008436701914310125,1,65,False
3,ridge,Stat3_Etch_MV_Heater2Temp__active_std,G1_level,heater_temperature,absolute_standardized_coefficient,0.0029407380774334546,-1,151,False
3,ridge,Stat3_Etch_MV_Heater2Temp__active_range,G1_level,heater_temperature,absolute_standardized_coefficient,0.0045680123172148705,-1,119,False
3,ridge,Stat3_Etch_MV_Heater2Temp__active_slope,G2_temporal_drift,heater_temperature,absolute_standardized_coefficient,0.00037741654611093614,1,234,False
3,ridge,Stat3_Etch_MV_Heater2Temp__early_late_delta,G2_temporal_drift,heater_temperature,absolute_standardized_coefficient,0.008135666758290158,-1,71,False
3,ridge,Stat3_Etch_MV_Heater2Temp__long_phase_mean,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.008440841242870954,1,64,False
3,ridge,Stat3_Etch_MV_Heater2Temp__short_phase_mean,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.008423102393585173,1,66,False
3,ridge,Stat3_Etch_MV_Heater2Temp__phase_difference,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.0006667367316748479,1,224,False
3,ridge,Stat3_Etch_MV_Heater2Temp__cycle_mean_std,G4_cycle_behavior,heater_temperature,absolute_standardized_coefficient,0.0030811700260597857,-1,145,False
3,ridge,Stat3_Etch_MV_Heater2Temp__cycle_mean_slope,G4_cycle_behavior,heater_temperature,absolute_standardized_coefficient,0.000543305189079198,1,229,False
3,ridge,Stat3_Etch_MV_Heater3Temp__active_mean,G1_level,heater_temperature,absolute_standardized_coefficient,0.0015021227298007173,1,189,False
3,ridge,Stat3_Etch_MV_Heater3Temp__active_std,G1_level,heater_temperature,absolute_standardized_coefficient,0.006344868055580716,1,96,False
3,ridge,Stat3_Etch_MV_Heater3Temp__active_range,G1_level,heater_temperature,absolute_standardized_coefficient,0.0025502181386000016,1,166,False
3,ridge,Stat3_Etch_MV_Heater3Temp__active_slope,G2_temporal_drift,heater_temperature,absolute_standardized_coefficient,0.0006400468104132678,1,226,False
3,ridge,Stat3_Etch_MV_Heater3Temp__early_late_delta,G2_temporal_drift,heater_temperature,absolute_standardized_coefficient,0.0005598056197757443,1,227,False
3,ridge,Stat3_Etch_MV_Heater3Temp__long_phase_mean,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.0015458031392833111,1,184,False
3,ridge,Stat3_Etch_MV_Heater3Temp__short_phase_mean,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.0013558908205264213,1,196,False
3,ridge,Stat3_Etch_MV_Heater3Temp__phase_difference,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.001917935118342342,1,172,False
3,ridge,Stat3_Etch_MV_Heater3Temp__cycle_mean_std,G4_cycle_behavior,heater_temperature,absolute_standardized_coefficient,0.004426290161095208,1,121,False
3,ridge,Stat3_Etch_MV_Heater3Temp__cycle_mean_slope,G4_cycle_behavior,heater_temperature,absolute_standardized_coefficient,0.0012667053692497377,1,202,False
3,ridge,Stat3_Etch_MV_Heater4Temp__active_mean,G1_level,heater_temperature,absolute_standardized_coefficient,0.0012911356708587467,1,201,False
3,ridge,Stat3_Etch_MV_Heater4Temp__active_std,G1_level,heater_temperature,absolute_standardized_coefficient,0.016349495249794517,1,22,False
3,ridge,Stat3_Etch_MV_Heater4Temp__active_range,G1_level,heater_temperature,absolute_standardized_coefficient,0.004817453313371562,-1,113,False
3,ridge,Stat3_Etch_MV_Heater4Temp__active_slope,G2_temporal_drift,heater_temperature,absolute_standardized_coefficient,0.006544084342338882,-1,91,False
3,ridge,Stat3_Etch_MV_Heater4Temp__early_late_delta,G2_temporal_drift,heater_temperature,absolute_standardized_coefficient,0.007059442809153159,-1,85,False
3,ridge,Stat3_Etch_MV_Heater4Temp__long_phase_mean,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.001329979281494999,1,198,False
3,ridge,Stat3_Etch_MV_Heater4Temp__short_phase_mean,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.0011853910005065016,1,206,False
3,ridge,Stat3_Etch_MV_Heater4Temp__phase_difference,G3_bosch_phase,heater_temperature,absolute_standardized_coefficient,0.010644785093429912,1,46,False
3,ridge,Stat3_Etch_MV_Heater4Temp__cycle_mean_std,G4_cycle_behavior,heater_temperature,absolute_standardized_coefficient,0.012435560609625702,1,34,False
3,ridge,Stat3_Etch_MV_Heater4Temp__cycle_mean_slope,G4_cycle_behavior,heater_temperature,absolute_standardized_coefficient,0.0065957603019347,-1,89,False
3,ridge,Stat3_Etch_MV_HeliumBPFlow__active_mean,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.0028179199563165298,1,160,False
3,ridge,Stat3_Etch_MV_HeliumBPFlow__active_std,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.0008376414480357162,-1,217,False
3,ridge,Stat3_Etch_MV_HeliumBPFlow__active_range,G1_level,gas_or_backside_flow,absolute_standardized_coefficient,0.00038758157154158025,-1,233,False
3,ridge,Stat3_Etch_MV_HeliumBPFlow__active_slope,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.0017966433773740598,1,177,False
3,ridge,Stat3_Etch_MV_HeliumBPFlow__early_late_delta,G2_temporal_drift,gas_or_backside_flow,absolute_standardized_coefficient,0.0005575326597765779,-1,228,False
3,ridge,Stat3_Etch_MV_HeliumBPFlow__long_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.002832206657696857,1,159,False
3,ridge,Stat3_Etch_MV_HeliumBPFlow__short_phase_mean,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.0027839426560557477,1,161,False
3,ridge,Stat3_Etch_MV_HeliumBPFlow__phase_difference,G3_bosch_phase,gas_or_backside_flow,absolute_standardized_coefficient,0.005507811401020408,1,101,False
3,ridge,Stat3_Etch_MV_HeliumBPFlow__cycle_mean_std,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.0015745210823714132,-1,183,False
3,ridge,Stat3_Etch_MV_HeliumBPFlow__cycle_mean_slope,G4_cycle_behavior,gas_or_backside_flow,absolute_standardized_coefficient,0.0013667716763643084,1,195,False
3,ridge,Stat3_Etch_MV_HeliumBPPressure__active_mean,G1_level,pressure,absolute_standardized_coefficient,0.003870220112701237,-1,132,False
3,ridge,Stat3_Etch_MV_HeliumBPPressure__active_std,G1_level,pressure,absolute_standardized_coefficient,0.0011579085288947223,1,207,False
3,ridge,Stat3_Etch_MV_HeliumBPPressure__active_range,G1_level,pressure,absolute_standardized_coefficient,0.0237453388503253,-1,11,True
3,ridge,Stat3_Etch_MV_HeliumBPPressure__active_slope,G2_temporal_drift,pressure,absolute_standardized_coefficient,0.001037313649508271,1,213,False
3,ridge,Stat3_Etch_MV_HeliumBPPressure__early_late_delta,G2_temporal_drift,pressure,absolute_standardized_coefficient,0.004759023525941973,-1,114,False
3,ridge,Stat3_Etch_MV_HeliumBPPressure__long_phase_mean,G3_bosch_phase,pressure,absolute_standardized_coefficient,0.003277757556248479,-1,139,False
