experiment_key,test_lot,calibration_lot,nominal_coverage,X,Y,observed,predicted,absolute_error,point_half_width,point_covered,simultaneous_half_width,simultaneous_map_covered
2024-07-11_07,4,3,0.95,-76000.0,0.0,42.0035,41.995457797917716,0.008042202082286565,0.5787684355716891,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-57000.0,0.0,40.772,40.79498292420557,0.022982924205571464,0.5390219877833786,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-38000.0,0.0,41.0408,41.02746750940564,0.013332490594358148,0.5287255446861465,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-19000.0,0.0,41.5234,41.445347820664765,0.07805217933523778,0.5421327079600999,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,0.0,0.0,41.7482,41.591331487803295,0.15686851219670217,0.7036752354718843,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,19000.0,0.0,41.5204,41.32622581854337,0.19417418145663135,0.7261298602652531,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,38000.0,0.0,41.0366,40.80216928484209,0.23443071515791303,0.8067487895882266,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,57000.0,0.0,40.7775,40.46409592677504,0.3134040732249659,0.9380038243251718,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,76000.0,0.0,41.9546,41.54958996493261,0.4050100350673915,1.1957910547519432,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,95000.0,0.0,49.5278,48.904062084126124,0.6237379158738747,1.7298279307810063,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-95000.0,19000.0,48.9373,49.340437140159395,0.4031371401593944,0.7670938703689387,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-76000.0,19000.0,42.115,42.07604574945099,0.03895425054901125,0.6170807684218502,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-57000.0,19000.0,40.531,40.52692247527468,0.004077524725317971,0.5393847646768535,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-38000.0,19000.0,40.6702,40.63395011637974,0.03624988362026471,0.5308063374434653,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-19000.0,19000.0,41.0532,40.98100958658857,0.07219041341142685,0.5424679230414853,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,0.0,19000.0,41.2368,41.1153780762612,0.12142192373880079,0.634101292464571,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,19000.0,19000.0,41.0411,40.85232681474012,0.1887731852598833,0.7050038505388798,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,38000.0,19000.0,40.6289,40.390136589662696,0.23876341033730597,0.8116692972484856,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,57000.0,19000.0,40.51,40.20774410578084,0.302255894219158,0.9303018877521083,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,76000.0,19000.0,42.0311,41.63510191076067,0.39599808923933466,1.212538565655585,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,95000.0,19000.0,49.8346,48.83697039205296,0.9976296079470401,2.526524333141488,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-76000.0,38000.0,43.6034,43.475128610623486,0.12827138937651483,0.9148199668392323,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-57000.0,38000.0,40.6106,40.58500628641005,0.025593713589948663,0.5425823154478167,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-38000.0,38000.0,40.1979,40.183182775300196,0.01471722469980108,0.5245038473347705,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-19000.0,38000.0,40.3549,40.28459051423203,0.07030948576797158,0.514510110935916,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,0.0,38000.0,40.4824,40.367256715929145,0.11514328407085372,0.6204905976240553,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,19000.0,38000.0,40.3411,40.18910646502459,0.15199353497541068,0.677320297150537,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,38000.0,38000.0,40.1774,39.94571385594933,0.2316861440506699,0.8106425106434543,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,57000.0,38000.0,40.556,40.241153755353125,0.3148462446468727,1.0233356495375077,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,76000.0,38000.0,43.4631,43.02371822977799,0.4393817702220062,1.3562961251121308,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-76000.0,57000.0,48.7723,48.52022900274352,0.25207099725648163,1.6171113140141742,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-57000.0,57000.0,41.9839,41.921694586094915,0.06220541390508316,0.7033628748421634,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-38000.0,57000.0,40.2883,40.23930946466796,0.04899053533203812,0.547897283819097,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-19000.0,57000.0,39.9307,39.86310281456829,0.06759718543170834,0.5527516600040698,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,0.0,57000.0,39.9114,39.78470201286417,0.12669798713582736,0.6387848503361226,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,19000.0,57000.0,39.9299,39.76374856361421,0.1661514363857961,0.7459516997617825,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,38000.0,57000.0,40.2471,40.00614214951322,0.24095785048678664,0.8957315355327466,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,57000.0,57000.0,41.8572,41.51096523575938,0.34623476424062005,1.1978591066659945,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,76000.0,57000.0,48.5848,47.921999269007024,0.6628007309929771,2.035140947050486,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-57000.0,76000.0,48.2849,48.10046897196248,0.18443102803752254,1.5804788018186073,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-38000.0,76000.0,42.8695,42.75105898155621,0.1184410184437894,0.9208114499767035,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-19000.0,76000.0,41.1251,41.01508856911476,0.11001143088524401,0.8213349743237117,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,0.0,76000.0,40.7033,40.5711155116761,0.13218448832390095,0.8581001905422596,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,19000.0,76000.0,41.0808,40.89703023648928,0.18376976351072472,0.9688945432751979,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,38000.0,76000.0,42.7563,42.47794109130949,0.27835890869051383,1.2077614795954545,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,57000.0,76000.0,48.075,47.57220586705168,0.5027941329483241,1.9352808964505996,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,-19000.0,95000.0,47.4012,47.39839248848,0.0028075115200039136,0.7790918763016421,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,0.0,95000.0,47.7219,47.40826367168721,0.3136363283127892,1.838481047907564,True,11.33413915324541,True
2024-07-11_07,4,3,0.95,19000.0,95000.0,47.697,47.20087085486468,0.49612914513532047,1.7719491910636904,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,-95000.0,51.1589,50.71366593623578,0.44523406376422514,1.902630137697983,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,-95000.0,51.0996,50.89216717513893,0.20743282486107262,1.3682574326234018,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,-95000.0,51.2859,50.70840519295828,0.5774948070417167,2.211612008665334,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-57000.0,-76000.0,50.8779,50.594590380126384,0.2833096198736129,1.4926295207731286,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-38000.0,-76000.0,45.4975,45.4351780069905,0.062321993009504695,0.7183462662342563,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,-76000.0,43.8321,43.77934661145803,0.05275338854196576,0.615845534685171,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,-76000.0,43.4569,43.35163608400599,0.10526391599400853,0.7229760559273757,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,-76000.0,43.8308,43.67516140185835,0.15563859814165681,0.8482608269210914,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,38000.0,-76000.0,45.4517,45.22950899829036,0.22219100170963912,1.0693937085648457,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,57000.0,-76000.0,50.8028,50.436483575745974,0.36631642425402333,1.6022570724278324,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-76000.0,-57000.0,50.5472,50.28487407936569,0.2623259206343036,1.3601835415612697,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-57000.0,-57000.0,43.8682,43.848619013867385,0.01958098613261683,0.5874527797633036,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-38000.0,-57000.0,42.2195,42.227456983812075,0.007956983812078988,0.5443677113201772,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,-57000.0,41.8917,41.85749757704449,0.03420242295550935,0.5193073777454629,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,-57000.0,41.856,41.774344258477065,0.08165574152293686,0.6463318935219036,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,-57000.0,41.9053,41.760404358509156,0.1448956414908409,0.7882234818343576,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,38000.0,-57000.0,42.2275,42.01113282056921,0.2163671794307902,0.9118143758892856,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,57000.0,-57000.0,43.8229,43.5439591185271,0.27894088147289864,1.1481954359819326,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,76000.0,-57000.0,50.4305,50.00655967983466,0.4239403201653431,1.7321243438485254,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-76000.0,-38000.0,44.7235,44.66923909282902,0.05426090717098475,0.6630633690724821,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-57000.0,-38000.0,41.7909,41.81697161665066,0.026071616650661156,0.5495269988379547,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-38000.0,-38000.0,41.4111,41.42203084785444,0.010930847854439207,0.5262012383742132,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,-38000.0,41.5775,41.56214614924429,0.01535385075570872,0.5220888224436209,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,-38000.0,41.6935,41.630175286932655,0.06332471306734533,0.6346829073404265,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,-38000.0,41.5944,41.47567666184064,0.11872333815936287,0.7429717484553251,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,38000.0,-38000.0,41.4291,41.23821055281195,0.19088944718804868,0.8738656951326149,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,57000.0,-38000.0,41.8043,41.546307901896704,0.25799209810329415,1.0279339282489062,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,76000.0,-38000.0,44.6496,44.31699347129582,0.33260652870418284,1.2952035163289324,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-95000.0,-19000.0,49.7413,49.76732858505478,0.026028585054774567,0.706351950213147,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-76000.0,-19000.0,42.636,42.61156171883221,0.024438281167789455,0.5851069701113829,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-57000.0,-19000.0,41.0681,41.09198128789434,0.02388128789434063,0.5376311468953219,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-38000.0,-19000.0,41.237,41.220204554217474,0.01679544578252745,0.513526032549251,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,-19000.0,41.6186,41.585686057220094,0.032913942779906336,0.5290861252450227,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,-19000.0,41.7854,41.72148603739641,0.06391396260359272,0.6518755678786903,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,-19000.0,41.6109,41.51900273283539,0.09189726716461166,0.7305869655772383,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,38000.0,-19000.0,41.2157,41.064816528319874,0.15088347168012461,0.8328589874184118,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,57000.0,-19000.0,41.0855,40.864181089245534,0.2213189107544693,0.9654033345234012,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,76000.0,-19000.0,42.6027,42.29845372614499,0.30424627385500713,1.2014558349438786,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,95000.0,-19000.0,50.2993,49.53547539758384,0.7638246024161646,11.33413915324541,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-95000.0,0.0,49.6284,49.32779273868874,0.3006072613112565,1.6311233227931723,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-76000.0,0.0,41.9143,41.89581147772861,0.018488522271390195,0.5787684355716891,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-57000.0,0.0,40.7076,40.72463479273957,0.017034792739572424,0.5390219877833786,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-38000.0,0.0,40.979,40.985238988363356,0.006238988363357123,0.5287255446861465,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,0.0,41.461,41.428511885257514,0.0324881147424847,0.5421327079600999,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,0.0,41.6805,41.59656589964508,0.08393410035492366,0.7036752354718843,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,0.0,41.456,41.345383269056555,0.11061673094344826,0.7261298602652531,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,38000.0,0.0,40.9751,40.83421274233729,0.1408872576627047,0.8067487895882266,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,57000.0,0.0,40.7047,40.50720544493801,0.19749455506199354,0.9380038243251718,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,76000.0,0.0,41.8775,41.60277730343941,0.27472269656058756,1.1957910547519432,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,95000.0,0.0,49.4479,48.954536926487435,0.4933630735125618,1.7298279307810063,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-95000.0,19000.0,48.9592,49.186539324249374,0.2273393242493711,0.7670938703689387,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-76000.0,19000.0,42.0293,41.97723389265374,0.052066107346256274,0.6170807684218502,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-57000.0,19000.0,40.4595,40.45912413732935,0.00037586267065137235,0.5393847646768535,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-38000.0,19000.0,40.5968,40.59429594988385,0.0025040501161512907,0.5308063374434653,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,19000.0,40.9812,40.95832791568549,0.02287208431451404,0.5424679230414853,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,19000.0,41.1794,41.11246363882701,0.06693636117299206,0.634101292464571,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,19000.0,40.9697,40.86340406126437,0.10629593873563437,0.7050038505388798,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,38000.0,19000.0,40.5635,40.41524151679276,0.14825848320723622,0.8116692972484856,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,57000.0,19000.0,40.4365,40.24146927071699,0.1950307292830118,0.9303018877521083,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,76000.0,19000.0,41.9565,41.681829990353364,0.27467000964663413,1.212538565655585,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,95000.0,19000.0,49.649,48.88039451963275,0.7686054803672491,2.526524333141488,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-76000.0,38000.0,43.5081,43.372949733805065,0.13515026619493398,0.9148199668392323,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-57000.0,38000.0,40.5299,40.507960126004136,0.021939873995862058,0.5425823154478167,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-38000.0,38000.0,40.1304,40.126429803101956,0.003970196898045231,0.5245038473347705,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,38000.0,40.2862,40.25084929895501,0.035350701044990274,0.514510110935916,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,38000.0,40.4239,40.35588420515812,0.0680157948418838,0.6204905976240553,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,38000.0,40.2788,40.18769337964952,0.09110662035048023,0.677320297150537,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,38000.0,38000.0,40.1085,39.96194269108882,0.14655730891117713,0.8106425106434543,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,57000.0,38000.0,40.4978,40.275250195712516,0.22254980428748183,1.0233356495375077,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,76000.0,38000.0,43.3864,43.07167466085359,0.3147253391464133,1.3562961251121308,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-76000.0,57000.0,48.7017,48.39894492194749,0.3027550780525132,1.6171113140141742,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-57000.0,57000.0,41.9045,41.82449198792429,0.08000801207570873,0.7033628748421634,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-38000.0,57000.0,40.2116,40.170233177799936,0.04136682220006094,0.547897283819097,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,57000.0,39.8686,39.818439008685154,0.05016099131484708,0.5527516600040698,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,57000.0,39.839,39.76170656089317,0.07729343910683184,0.6387848503361226,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,57000.0,39.8616,39.75540891794223,0.10619108205776939,0.7459516997617825,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,38000.0,57000.0,40.1933,40.01164678975362,0.18165321024638104,0.8957315355327466,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,57000.0,57000.0,41.8191,41.53632920431357,0.2827707956864316,1.1978591066659945,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,76000.0,57000.0,48.5062,47.96721985218086,0.5389801478191387,2.035140947050486,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-57000.0,76000.0,48.2612,47.976995742448906,0.2842042575510959,1.5804788018186073,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-38000.0,76000.0,42.7929,42.664633491365755,0.1282665086342476,0.9208114499767035,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,76000.0,41.0734,40.95615658919498,0.11724341080501688,0.8213349743237117,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,76000.0,40.6695,40.53534583283915,0.13415416716085105,0.8581001905422596,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,76000.0,41.06,40.87709192450996,0.1829080754900403,0.9688945432751979,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,38000.0,76000.0,42.7253,42.47585544636563,0.24944455363436902,1.2077614795954545,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,57000.0,76000.0,47.9914,47.57626222479216,0.4151377752078389,1.9352808964505996,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,-19000.0,95000.0,47.3755,47.29203027655633,0.08346972344367032,0.7790918763016421,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,0.0,95000.0,47.6974,47.34193323208739,0.3554667679126098,1.838481047907564,True,11.33413915324541,True
2024-07-11_08,4,3,0.95,19000.0,95000.0,47.6188,47.17215219378112,0.446647806218877,1.7719491910636904,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-19000.0,-95000.0,50.9486,50.72183034062224,0.22676965937775861,1.902630137697983,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,0.0,-95000.0,50.8932,50.90961814555272,0.01641814555271992,1.3682574326234018,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,19000.0,-95000.0,51.0912,50.69557521531755,0.3956247846824539,2.211612008665334,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-57000.0,-76000.0,50.6894,50.62337563177839,0.06602436822161195,1.4926295207731286,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-38000.0,-76000.0,45.2942,45.4846914637431,0.19049146374310055,0.7183462662342563,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-19000.0,-76000.0,43.6314,43.82396828063834,0.19256828063834064,0.615845534685171,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,0.0,-76000.0,43.255,43.38310841086335,0.1281084108633479,0.7229760559273757,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,19000.0,-76000.0,43.6323,43.69495231073633,0.0626523107363326,0.8482608269210914,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,38000.0,-76000.0,45.2468,45.23630633344231,0.010493666557692904,1.0693937085648457,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,57000.0,-76000.0,50.5797,50.42460369328492,0.15509630671508035,1.6022570724278324,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-76000.0,-57000.0,50.359,50.33363662804654,0.0253633719534605,1.3601835415612697,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-57000.0,-57000.0,43.6638,43.917328179752275,0.2535281797522728,0.5874527797633036,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-38000.0,-57000.0,42.0255,42.28837155311942,0.26287155311941746,0.5443677113201772,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-19000.0,-57000.0,41.6907,41.905762050544666,0.21506205054466676,0.5193073777454629,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,0.0,-57000.0,41.6765,41.806065696592995,0.12956569659299788,0.6463318935219036,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,19000.0,-57000.0,41.7145,41.779359028107976,0.06485902810797484,0.7882234818343576,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,38000.0,-57000.0,42.0356,42.02110677506367,0.014493224936330762,0.9118143758892856,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,57000.0,-57000.0,43.6303,43.5428122452747,0.08748775472529502,1.1481954359819326,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,76000.0,-57000.0,50.2321,49.990368148521455,0.2417318514785478,1.7321243438485254,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-76000.0,-38000.0,44.5207,44.74340458565841,0.22270458565841267,0.6630633690724821,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-57000.0,-38000.0,41.5937,41.8917162757909,0.29801627579089995,0.5495269988379547,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-38000.0,-38000.0,41.2239,41.48266302281599,0.25876302281599095,0.5262012383742132,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-19000.0,-38000.0,41.3929,41.60910498544111,0.21620498544110944,0.5220888224436209,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,0.0,-38000.0,41.5074,41.66312047081275,0.15572047081275286,0.6346829073404265,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,19000.0,-38000.0,41.407,41.498032129981,0.09103212998100219,0.7429717484553251,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,38000.0,-38000.0,41.246,41.25083085664633,0.004830856646329096,0.8738656951326149,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,57000.0,-38000.0,41.6167,41.550308769261285,0.06639123073871644,1.0279339282489062,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,76000.0,-38000.0,44.4396,44.311762922087055,0.1278370779129432,1.2952035163289324,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-95000.0,-19000.0,49.4759,49.85654443285097,0.38064443285096417,0.706351950213147,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-76000.0,-19000.0,42.4362,42.68762603718406,0.25142603718406065,0.5851069701113829,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-57000.0,-19000.0,40.8743,41.16355892455836,0.2892589245583608,0.5376311468953219,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-38000.0,-19000.0,41.0258,41.278166144147946,0.252366144147949,0.513526032549251,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-19000.0,-19000.0,41.4277,41.628975933878486,0.20127593387848464,0.5290861252450227,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,0.0,-19000.0,41.6022,41.75469168875642,0.15249168875641317,0.6518755678786903,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,19000.0,-19000.0,41.4356,41.54369772728203,0.10809772728202915,0.7305869655772383,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,38000.0,-19000.0,41.0381,41.08013856262105,0.04203856262105177,0.8328589874184118,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,57000.0,-19000.0,40.906,40.871708846626966,0.03429115337303301,0.9654033345234012,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,76000.0,-19000.0,42.4093,42.29633815901923,0.11296184098077333,1.2014558349438786,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,95000.0,-19000.0,50.1557,49.49174611083415,0.6639538891658532,11.33413915324541,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-95000.0,0.0,49.4376,49.37517625710447,0.06242374289553254,1.6311233227931723,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-76000.0,0.0,41.7241,41.969798270221716,0.2456982702217161,0.5787684355716891,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-57000.0,0.0,40.5151,40.79287434505548,0.2777743450554837,0.5390219877833786,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-38000.0,0.0,40.7905,41.04182187177356,0.25132187177355547,0.5287255446861465,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-19000.0,0.0,41.28,41.47266800730611,0.19266800730611067,0.5421327079600999,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,0.0,0.0,41.5057,41.62849595442282,0.12279595442281988,0.7036752354718843,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,19000.0,0.0,41.2792,41.371092881628286,0.09189288162828291,0.7261298602652531,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,38000.0,0.0,40.7992,40.85299622113837,0.053796221138370015,0.8067487895882266,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,57000.0,0.0,40.5226,40.51843179612172,0.004168203878279542,0.9380038243251718,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,76000.0,0.0,41.6848,41.60326280406062,0.08153719593938291,1.1957910547519432,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,95000.0,0.0,49.2132,48.93916641652132,0.27403358347868334,1.7298279307810063,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-95000.0,19000.0,48.6835,49.301581705497014,0.618081705497012,0.7670938703689387,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-76000.0,19000.0,41.8316,42.04817619129621,0.21657619129620542,0.6170807684218502,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-57000.0,19000.0,40.2684,40.52422615375165,0.25582615375164863,0.5393847646768535,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-38000.0,19000.0,40.4172,40.64812387811738,0.23092387811738035,0.5308063374434653,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,-19000.0,19000.0,40.804,41.00476944713354,0.2007694471335384,0.5424679230414853,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,0.0,19000.0,40.9964,41.149046382580174,0.1526463825801727,0.634101292464571,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,19000.0,19000.0,40.792,40.8927208704707,0.10072087047069544,0.7050038505388798,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,38000.0,19000.0,40.3898,40.43632500334645,0.046525003346445715,0.8116692972484856,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,57000.0,19000.0,40.2601,40.25616243071127,0.003937569288730458,0.9303018877521083,True,11.33413915324541,True
2024-07-11_09,4,3,0.95,76000.0,19000.0,41.7646,41.68396810341169,0.08063189658831504,1.212538565655585,True,11.33413915324541,True
