experiment_key,lot_number,family,stage,mae,rmse,mean_shift_absolute_error,residual_profile_mae,residual_profile_rmse
2024-08-01_02,6,pls,mean_shift,0.14111961157020628,0.19363502802212595,0.1251596419467288,0.12131501588389282,0.1477483945932955
2024-08-01_02,6,pls,full_map,0.1288645666389129,0.16326554995607342,0.1251596419467239,0.08154697530847348,0.10483655769924428
2024-08-01_03,6,pls,template,0.4313414813116261,0.4435460272516188,0.4313414813116261,0.08017931306343988,0.10333249629514359
2024-08-01_03,6,pls,mean_shift,0.5213797031051037,0.5315208364688557,0.5213797031051037,0.08017931306343988,0.10333249629514359
2024-08-01_03,6,pls,full_map,0.5213797031050986,0.5302375141725927,0.5213797031050986,0.07392413073870825,0.09651438559079992
2024-08-01_04,6,pls,template,0.25752912176106435,0.26758038024776243,0.25752912176106435,0.05265136900360505,0.07264992318311163
2024-08-01_04,6,pls,mean_shift,0.37726854291940015,0.3841999021538648,0.37726854291940015,0.05265136900360322,0.07264992318311163
2024-08-01_04,6,pls,full_map,0.37726854291939427,0.38935743234530906,0.37726854291939427,0.07568204112026079,0.0962686690777904
2024-08-01_05,6,pls,template,0.054959550561797806,0.07123196744692517,0.0546426049071313,0.026464810926264615,0.04569659632098388
2024-08-01_05,6,pls,mean_shift,0.09527714642918411,0.10566888637158596,0.09527714642918411,0.026464810926264615,0.04569659632098388
2024-08-01_05,6,pls,full_map,0.09527714642917845,0.10734615307625157,0.09527714642917845,0.032013663641869444,0.049451612193971255
2024-08-01_06,6,pls,template,0.40718997936253143,0.4130433501269445,0.40718997936253143,0.04851109811428803,0.06929018538603332
2024-08-01_06,6,pls,mean_shift,0.20252887338800935,0.2136032340718743,0.2020524976711079,0.04851109811428803,0.06929018538603332
2024-08-01_06,6,pls,full_map,0.20205249767110164,0.2101855147894456,0.20205249767110164,0.037334030966181604,0.05790283941374306
2024-08-01_07,6,pls,template,0.6956146984636548,1.8201448466955776,0.6956146984636548,0.35840100842760636,1.6819772454566044
2024-08-01_07,6,pls,mean_shift,0.37959068603760127,1.6821392777029958,0.023347277301016326,0.35840100842760636,1.6819772454566044
2024-08-01_07,6,pls,full_map,0.3754648935952584,1.6734298960639684,0.023347277301010497,0.3526422742111216,1.6732670204373519
2024-08-01_08,6,pls,template,0.3451079568906214,0.3598156203246418,0.3451079568906214,0.08023199915491966,0.10182228989954904
2024-08-01_08,6,pls,mean_shift,0.17436624028095865,0.19201836811303188,0.1627982646480116,0.08023199915491966,0.10182228989954904
2024-08-01_08,6,pls,full_map,0.16320185526146486,0.17288999670867158,0.16279826464800576,0.04632490018267229,0.05820374549393154
2024-08-01_09,6,pls,template,0.43775514790185716,0.45822058103258806,0.43775514790185716,0.10939490993973777,0.1354124490852512
2024-08-01_09,6,pls,mean_shift,0.1528393178722361,0.17691075517461957,0.11384587796309727,0.10939490993973786,0.1354124490852512
2024-08-01_09,6,pls,full_map,0.12146696624793486,0.14353948149153659,0.11384587796309129,0.0726318030018989,0.08742253037788428
2024-08-01_10,6,pls,template,0.4694124512726433,0.48151328456635123,0.4694124512726433,0.08774488224275988,0.10727065677101173
2024-08-01_10,6,pls,mean_shift,0.11199405850111349,0.1291906301361719,0.07199461862456781,0.08774488224276092,0.10727065677101175
2024-08-01_10,6,pls,full_map,0.07401669379152813,0.08393195389995244,0.07199461862456151,0.02953274569426803,0.0431433398633866
2024-08-01_01,6,gpr,template,0.13164242146296776,0.1849389136464223,0.11663811052510908,0.08659832066142921,0.14351986954373697
2024-08-01_01,6,gpr,mean_shift,0.08625709130449709,0.14719237723994866,0.03267480625338237,0.08659832066142817,0.143519869543737
2024-08-01_01,6,gpr,full_map,0.11791064273778118,0.5647698886890201,0.03267480625337686,0.13927023222339058,0.5638238946746692
2024-08-01_02,6,gpr,template,0.5562021554689293,0.5754914646223513,0.5562021554689293,0.12131501588389403,0.1477483945932955
2024-08-01_02,6,gpr,mean_shift,0.11646642491740043,0.15585037847131558,0.0495958906035182,0.12131501588389282,0.1477483945932955
2024-08-01_02,6,gpr,full_map,0.0941279103251536,0.17159155475191185,0.04959589060351357,0.09796236574270267,0.1642677975058492
2024-08-01_03,6,gpr,template,0.4313414813116261,0.4435460272516188,0.4313414813116261,0.08017931306343988,0.10333249629514359
2024-08-01_03,6,gpr,mean_shift,0.4970746443287972,0.5077014938181551,0.4970746443287972,0.08017931306343988,0.10333249629514359
2024-08-01_03,6,gpr,full_map,0.49707464432879245,0.5367248412617854,0.49707464432879245,0.0833190885609957,0.20246074481956533
2024-08-01_04,6,gpr,template,0.25752912176106435,0.26758038024776243,0.25752912176106435,0.05265136900360505,0.07264992318311163
2024-08-01_04,6,gpr,mean_shift,0.46253318856127124,0.4682039746298279,0.46253318856127124,0.05265136900360322,0.07264992318311163
2024-08-01_04,6,gpr,full_map,0.46253318856126613,0.4696185754635617,0.46253318856126613,0.06597708097242752,0.0812690340767826
2024-08-01_05,6,gpr,template,0.054959550561797806,0.07123196744692517,0.0546426049071313,0.026464810926264615,0.04569659632098388
2024-08-01_05,6,gpr,mean_shift,0.19826842603936384,0.20346633057940974,0.19826842603936384,0.02646481092626294,0.045696596320983884
2024-08-01_05,6,gpr,full_map,0.19826842603935857,0.20298386222798703,0.19826842603935857,0.02848761710441933,0.043498040885375816
2024-08-01_06,6,gpr,template,0.40718997936253143,0.4130433501269445,0.40718997936253143,0.04851109811428803,0.06929018538603332
2024-08-01_06,6,gpr,mean_shift,0.24923113458141077,0.25868376105888086,0.24923113458141077,0.04851109811428803,0.06929018538603332
2024-08-01_06,6,gpr,full_map,0.24923113458140525,0.2539840063917447,0.24923113458140525,0.032515577350242235,0.048905184367991836
2024-08-01_07,6,gpr,template,0.6956146984636548,1.8201448466955776,0.6956146984636548,0.35840100842760636,1.6819772454566044
2024-08-01_07,6,gpr,mean_shift,0.4438167400668002,1.6844763122573518,0.09172236544235374,0.3584010084276127,1.6819772454566044
2024-08-01_07,6,gpr,full_map,0.44822446382459835,1.6774958585767785,0.09172236544234791,0.3606244518852745,1.6749863770251696
2024-08-01_08,6,gpr,template,0.3451079568906214,0.3598156203246418,0.3451079568906214,0.08023199915491966,0.10182228989954904
2024-08-01_08,6,gpr,mean_shift,0.1562817791227285,0.17442323068331547,0.1416180944710713,0.08023199915491966,0.10182228989954904
2024-08-01_08,6,gpr,full_map,0.14480352976157254,0.15686935321033135,0.14161809447106552,0.05513067776298585,0.06747080327824813
2024-08-01_09,6,gpr,template,0.43775514790185716,0.45822058103258806,0.43775514790185716,0.10939490993973777,0.1354124490852512
2024-08-01_09,6,gpr,mean_shift,0.1540193954323668,0.17806472396583964,0.1156309411609406,0.10939490993973777,0.1354124490852512
2024-08-01_09,6,gpr,full_map,0.12363652729559337,0.15079729664000263,0.11563094116093461,0.08215415918329053,0.09679519678253373
2024-08-01_10,6,gpr,template,0.4694124512726433,0.48151328456635123,0.4694124512726433,0.08774488224275988,0.10727065677101173
2024-08-01_10,6,gpr,mean_shift,0.18925463603573872,0.20955507298966045,0.18001759583890045,0.08774488224276092,0.10727065677101175
2024-08-01_10,6,gpr,full_map,0.18219649925506667,0.19095285580390933,0.18001759583889476,0.04981822635555201,0.06369190158923604
2024-08-05_01,7,ridge,template,0.17558244143972565,0.22490784064407265,0.17558244143972565,0.10235268060230668,0.14055014422349374
2024-08-05_01,7,ridge,mean_shift,0.26950345993673613,0.2841851403938492,0.24699564971761526,0.1023526806023034,0.14055014422349374
2024-08-05_01,7,ridge,full_map,0.26054761322022335,0.2722159611818226,0.24699564971761748,0.07296583064688514,0.1144319821672051
2024-08-05_02,7,ridge,template,0.4557015425633211,0.47401232228041984,0.4557015425633211,0.1003050351030002,0.13047523051938334
2024-08-05_02,7,ridge,mean_shift,0.0944391071233639,0.13261915754974035,0.023749845686164516,0.1003050351030002,0.13047523051938334
2024-08-05_02,7,ridge,full_map,0.06446617230337301,0.10380624911360836,0.023749845686162042,0.06972693081201442,0.10105286826666528
2024-08-05_03,7,ridge,template,0.04202702342410998,0.06804173083845862,0.03345996952961324,0.03996873019371637,0.059246160842459684
2024-08-05_03,7,ridge,mean_shift,0.26738994656174647,0.27387495522019584,0.26738994656174647,0.03996873019371637,0.059246160842459684
2024-08-05_03,7,ridge,full_map,0.26738994656174336,0.30992190809341774,0.26738994656174336,0.07832259555633055,0.1566978161748685
2024-08-05_04,7,ridge,template,0.09940165682727083,0.11078974725675121,0.09879030660826499,0.028446070197440408,0.05014821449922028
2024-08-05_04,7,ridge,mean_shift,0.2591041253007232,0.2639124687568071,0.2591041253007232,0.028446070197440408,0.05014821449922028
2024-08-05_04,7,ridge,full_map,0.25910412530071986,0.26849755844582773,0.25910412530071986,0.03349185530366583,0.07039880072500919
2024-08-05_05,7,ridge,template,0.1114529994286806,0.13460330191208433,0.10992654732431928,0.0599024613824204,0.07768013310358009
2024-08-05_05,7,ridge,mean_shift,0.1042393027060655,0.11508970298176688,0.08492017812888408,0.05990246138242224,0.07768013310358009
2024-08-05_05,7,ridge,full_map,0.09025304038483843,0.11965781327547878,0.08492017812888032,0.04127270617704809,0.08430038923058768
2024-08-05_06,7,ridge,template,0.28889621024566775,0.3035263057714639,0.28889621024566775,0.07186190281572652,0.09309778730433457
2024-08-05_06,7,ridge,mean_shift,0.11407839757620819,0.1456627780179069,0.1120287771018273,0.07186190281572652,0.09309778730433457
2024-08-05_06,7,ridge,full_map,0.1302149651586464,0.15703139604517008,0.1120287771018305,0.04611699819520358,0.11003823174226052
2024-08-05_01,7,pls,template,0.17558244143972565,0.22490784064407265,0.17558244143972565,0.10235268060230668,0.14055014422349374
2024-08-05_01,7,pls,mean_shift,0.1766553167599756,0.19079050477396298,0.12902198909743526,0.10235268060230013,0.14055014422349374
2024-08-05_01,7,pls,full_map,0.15908732850929763,0.1756884106633716,0.12902198909743773,0.07517202537115476,0.11924656796219406
2024-08-05_02,7,pls,template,0.4557015425633211,0.47401232228041984,0.4557015425633211,0.1003050351030002,0.13047523051938334
2024-08-05_02,7,pls,mean_shift,0.10092655563771821,0.13048917215446482,0.0019074250893111203,0.10030503510299789,0.13047523051938337
2024-08-05_02,7,pls,full_map,0.06268109902453657,0.09092659226332243,0.0019074250893137549,0.06222967397943431,0.09090658342578464
2024-08-05_03,7,pls,template,0.04202702342410998,0.06804173083845862,0.03345996952961324,0.03996873019371637,0.059246160842459684
2024-08-05_03,7,pls,mean_shift,0.3153864921539307,0.32090301807202126,0.3153864921539307,0.0399687301937147,0.059246160842459684
2024-08-05_03,7,pls,full_map,0.3153864921539277,0.35369651886227516,0.3153864921539277,0.11639345483236696,0.160101805180742
2024-08-05_04,7,pls,template,0.09940165682727083,0.11078974725675121,0.09879030660826499,0.028446070197440408,0.05014821449922028
2024-08-05_04,7,pls,mean_shift,0.18823972425157348,0.19480512622559046,0.18823972425157348,0.028446070197438094,0.05014821449922028
2024-08-05_04,7,pls,full_map,0.18823972425157046,0.20501905156467365,0.18823972425157046,0.046984342807084606,0.08123187624431086
2024-08-05_05,7,pls,template,0.1114529994286806,0.13460330191208433,0.10992654732431928,0.0599024613824204,0.07768013310358009
2024-08-05_05,7,pls,mean_shift,0.0975060082921984,0.10810661974108786,0.07518535863354148,0.05990246138242224,0.07768013310358009
2024-08-05_05,7,pls,full_map,0.08266332488115093,0.11928061006691601,0.07518535863353827,0.04672082736293408,0.09260143511351156
2024-08-05_06,7,pls,template,0.28889621024566775,0.3035263057714639,0.28889621024566775,0.07186190281572652,0.09309778730433457
2024-08-05_06,7,pls,mean_shift,0.11077701627228616,0.14308160916885465,0.1086515019748266,0.07186190281572803,0.09309778730433457
2024-08-05_06,7,pls,full_map,0.12691229969881543,0.1484565782634422,0.10865150197483012,0.032313079525034864,0.10116425627810953
2024-08-05_01,7,gpr,template,0.17558244143972565,0.22490784064407265,0.17558244143972565,0.10235268060230668,0.14055014422349374
2024-08-05_01,7,gpr,mean_shift,0.3292862141480161,0.34579356168637954,0.31594120380619406,0.1023526806023034,0.14055014422349374
2024-08-05_01,7,gpr,full_map,0.3292862141480187,0.34579356168638176,0.31594120380619695,0.10235268060230356,0.14055014422349277
2024-08-05_02,7,gpr,template,0.4557015425633211,0.47401232228041984,0.4557015425633211,0.1003050351030002,0.13047523051938334
2024-08-05_02,7,gpr,mean_shift,0.1019725004609108,0.1596723023159527,0.09204052557319937,0.10030503510299789,0.13047523051938337
2024-08-05_02,7,gpr,full_map,0.10197250046090792,0.1596723023159498,0.0920405255731965,0.10030503510299789,0.13047523051938187
2024-08-05_03,7,gpr,template,0.04202702342410998,0.06804173083845862,0.03345996952961324,0.03996873019371637,0.059246160842459684
2024-08-05_03,7,gpr,mean_shift,0.2824040475579222,0.2885518214319012,0.2824040475579222,0.03996873019371637,0.059246160842459684
2024-08-05_03,7,gpr,full_map,0.28240404755791937,0.2885518214318982,0.28240404755791937,0.03996873019371518,0.059246160842459025
2024-08-05_04,7,gpr,template,0.09940165682727083,0.11078974725675121,0.09879030660826499,0.028446070197440408,0.05014821449922028
2024-08-05_04,7,gpr,mean_shift,0.3018986808559346,0.3060353850782835,0.3018986808559346,0.028446070197440408,0.05014821449922028
2024-08-05_04,7,gpr,full_map,0.3018986808559317,0.30603538507828054,0.3018986808559317,0.02844607019744009,0.05014821449921966
2024-08-05_05,7,gpr,template,0.1114529994286806,0.13460330191208433,0.10992654732431928,0.0599024613824204,0.07768013310358009
2024-08-05_05,7,gpr,mean_shift,0.12591654032521557,0.13759819597150116,0.11357403072719452,0.05990246138242224,0.07768013310358009
2024-08-05_05,7,gpr,full_map,0.12591654032521413,0.1375981959714997,0.11357403072719163,0.05990246138242208,0.0776801331035817
2024-08-05_06,7,gpr,template,0.28889621024566775,0.3035263057714639,0.28889621024566775,0.07186190281572652,0.09309778730433457
2024-08-05_06,7,gpr,mean_shift,0.0722569611777155,0.09311617736161958,0.0018505365377304189,0.07186190281572803,0.09309778730433457
2024-08-05_06,7,gpr,full_map,0.07225696117771599,0.09311617736162081,0.0018505365377275448,0.0718619028157285,0.09309778730433585
2024-08-07_01,8,ridge,template,0.0980802938634403,0.16565449915317293,0.0838613828867759,0.09920271488642904,0.14285895684207603
2024-08-07_01,8,ridge,mean_shift,0.15427214377095647,0.16950792345169619,0.09123735289288017,0.09920271488642593,0.14285895684207603
2024-08-07_01,8,ridge,full_map,0.1314738537921042,0.16454632369743405,0.09123735289287634,0.06494909813031816,0.13693516012858603
2024-08-07_02,8,ridge,template,0.23725239412273105,0.257669496054271,0.23725239412273105,0.07748577665990161,0.10052298582858686
2024-08-07_02,8,ridge,mean_shift,0.13410948870880582,0.1676013891399221,0.13410948870880582,0.07748577665990161,0.10052298582858686
2024-08-07_02,8,ridge,full_map,0.13410948870880973,0.18796165882713212,0.13410948870880973,0.07445746935893138,0.1316974951443984
2024-08-07_03,8,ridge,template,0.05808319792566951,0.07818216414655547,0.05774003457216896,0.03490351878647809,0.05271185064332003
2024-08-07_03,8,ridge,mean_shift,0.06392965924517872,0.08269759338172612,0.06372089730132206,0.034903518786476094,0.05271185064332003
2024-08-07_03,8,ridge,full_map,0.06475708685570576,0.141806934697492,0.06372089730132549,0.05055513496700921,0.12668407151419112
2024-08-07_04,8,ridge,template,0.16452542783059618,0.17128460264576342,0.16452542783059618,0.02641518456294414,0.04764240443844491
2024-08-07_04,8,ridge,mean_shift,0.07878624888971243,0.09146443860750329,0.07807653187167948,0.026415184562941507,0.047642404438444905
2024-08-07_04,8,ridge,full_map,0.07807653187168284,0.08823538354964293,0.07807653187168284,0.028710470100858712,0.04110399105978264
2024-08-07_05,8,ridge,template,0.05248430423509128,0.0850790026104792,0.01993636992221262,0.05746561059695226,0.08271020396250164
2024-08-07_05,8,ridge,mean_shift,0.13007848206244935,0.14480989959636534,0.11886517228183699,0.057465610596954576,0.08271020396250166
2024-08-07_05,8,ridge,full_map,0.12738348165766505,0.14636634846409158,0.11886517228184035,0.051724431465608074,0.08540596455236774
2024-08-07_06,8,ridge,template,0.15984789974070887,0.17381090262414284,0.15861277441659485,0.0519453095471635,0.07107895372675128
2024-08-07_06,8,ridge,mean_shift,0.0764040285564563,0.10073446665096832,0.07138077548307668,0.05194530954716486,0.07107895372675127
2024-08-07_06,8,ridge,full_map,0.08037379408209888,0.0922577772347035,0.07138077548307341,0.03406216926764128,0.0584489722041649
2024-08-07_07,8,ridge,template,0.2609307519446848,0.2733097632516098,0.2609307519446848,0.06275150923057378,0.08132262525418361
2024-08-07_07,8,ridge,mean_shift,0.09829587501998416,0.11274709696195885,0.07809313987231507,0.06275150923057514,0.08132262525418361
2024-08-07_07,8,ridge,full_map,0.07969750851286889,0.1269899156160323,0.07809313987231795,0.03769180254099205,0.10013940369829244
2024-08-07_08,8,ridge,template,0.14769877268798548,0.21662596313030902,0.03057711322385455,0.16376454293844392,0.2144571007195369
2024-08-07_08,8,ridge,mean_shift,0.39142658748269465,0.4150936797367675,0.355402468911487,0.16376454293844017,0.2144571007195369
2024-08-07_08,8,ridge,full_map,0.3797048217530134,0.39721444832890046,0.35540246891148336,0.12511289568551104,0.17739335684533072
2024-08-07_09,8,ridge,template,0.23730577355228985,0.25493533071340774,0.19087120138288743,0.13158284870791176,0.16899765480209428
2024-08-07_09,8,ridge,mean_shift,0.4774078718295322,0.5028724474750228,0.4736248421492603,0.13158284870791176,0.16899765480209428
2024-08-07_09,8,ridge,full_map,0.4736248421492571,0.48957620456571466,0.4736248421492571,0.08561606827168142,0.12395309183744388
2024-08-07_10,8,ridge,template,0.44455659464131403,0.4527863272915481,0.44455659464131403,0.06959895933885414,0.08593539633403308
2024-08-07_10,8,ridge,mean_shift,0.7416620006502739,0.7466240121718926,0.7416620006502739,0.06959895933885414,0.08593539633403308
2024-08-07_10,8,ridge,full_map,0.7416620006502705,0.7500837034008193,0.7416620006502705,0.0925413965590227,0.11208496285820994
2024-08-07_01,8,pls,template,0.0980802938634403,0.16565449915317293,0.0838613828867759,0.09920271488642904,0.14285895684207603
2024-08-07_01,8,pls,mean_shift,0.16133955553520013,0.1753612814175582,0.10170003672763296,0.09920271488642593,0.14285895684207603
2024-08-07_01,8,pls,full_map,0.13122608540947095,0.14501760948484796,0.10170003672762953,0.060550371687891125,0.10337896106219421
2024-08-07_02,8,pls,template,0.23725239412273105,0.257669496054271,0.23725239412273105,0.07748577665990161,0.10052298582858686
2024-08-07_02,8,pls,mean_shift,0.1368979071246809,0.16984083035304565,0.1368979071246809,0.07748577665989993,0.10052298582858686
2024-08-07_02,8,pls,full_map,0.13689790712468375,0.1784485669120848,0.13689790712468375,0.08941908471838436,0.11446769875322149
2024-08-07_03,8,pls,template,0.05808319792566951,0.07818216414655547,0.05774003457216896,0.03490351878647809,0.05271185064332003
2024-08-07_03,8,pls,mean_shift,0.057503435438977644,0.07774517625575392,0.057146944212219816,0.03490351878647809,0.05271185064332003
2024-08-07_03,8,pls,full_map,0.05909054832983405,0.09237362401873653,0.05714694421222325,0.04929535460089588,0.07257487982463312
2024-08-07_04,8,pls,template,0.16452542783059618,0.17128460264576342,0.16452542783059618,0.02641518456294414,0.04764240443844491
2024-08-07_04,8,pls,mean_shift,0.052751929596158494,0.0693667167047828,0.05041768227244523,0.02641518456294414,0.04764240443844491
2024-08-07_04,8,pls,full_map,0.0517092944990597,0.07361539231775384,0.050417682272448666,0.031177444804306093,0.05364031413378586
2024-08-07_05,8,pls,template,0.05248430423509128,0.0850790026104792,0.01993636992221262,0.05746561059695226,0.08271020396250164
2024-08-07_05,8,pls,mean_shift,0.13055218058792478,0.14525966169898535,0.11941269395413975,0.057465610596954576,0.08271020396250166
2024-08-07_05,8,pls,full_map,0.1292807729332478,0.15945780982304003,0.11941269395414271,0.06114858842504158,0.10567592742046342
2024-08-07_06,8,pls,template,0.15984789974070887,0.17381090262414284,0.15861277441659485,0.0519453095471635,0.07107895372675128
2024-08-07_06,8,pls,mean_shift,0.1086217997010895,0.12756439436392053,0.10592665880949985,0.0519453095471635,0.07107895372675128
2024-08-07_06,8,pls,full_map,0.12497887376657493,0.14608113409293813,0.10592665880949698,0.054441128981094815,0.10059443668183339
2024-08-07_07,8,pls,template,0.2609307519446848,0.2733097632516098,0.2609307519446848,0.06275150923057378,0.08132262525418361
2024-08-07_07,8,pls,mean_shift,0.08166028762362383,0.09660671609398978,0.052148712507907244,0.06275150923057378,0.08132262525418361
2024-08-07_07,8,pls,full_map,0.053493237426682286,0.11591732429515571,0.052148712507910124,0.05260027451103435,0.10352457609435373
2024-08-07_08,8,pls,template,0.14769877268798548,0.21662596313030902,0.03057711322385455,0.16376454293844392,0.2144571007195369
2024-08-07_08,8,pls,mean_shift,0.3956049561562076,0.4192361511888585,0.3602320119237293,0.16376454293844017,0.2144571007195369
2024-08-07_08,8,pls,full_map,0.38954083707612575,0.4076475903391692,0.36023201192372584,0.13606995656762255,0.19081261880367287
2024-08-07_09,8,pls,template,0.23730577355228985,0.25493533071340774,0.19087120138288743,0.13158284870791176,0.16899765480209428
2024-08-07_09,8,pls,mean_shift,0.5516597091183284,0.5749803133597918,0.5495836182263046,0.13158284870791176,0.16899765480209428
2024-08-07_09,8,pls,full_map,0.5515305703842542,0.566488519270122,0.5495836182263011,0.09046130398471974,0.13735752269949636
2024-08-07_10,8,pls,template,0.44455659464131403,0.4527863272915481,0.44455659464131403,0.06959895933885414,0.08593539633403308
2024-08-07_10,8,pls,mean_shift,0.8287893928499499,0.8332327106179138,0.8287893928499499,0.06959895933885535,0.08593539633403308
2024-08-07_10,8,pls,full_map,0.8287893928499465,0.8382685653164591,0.8287893928499465,0.10407867872298186,0.12570731839130164
2024-08-07_01,8,gpr,template,0.0980802938634403,0.16565449915317293,0.0838613828867759,0.09920271488642904,0.14285895684207603
2024-08-07_01,8,gpr,mean_shift,0.1805169710231982,0.1929394617543397,0.12968020030848262,0.09920271488642593,0.14285895684207603
2024-08-07_01,8,gpr,full_map,0.14826299406902693,0.15789267898922596,0.1296802003084788,0.05749917657595389,0.09007299110359099
2024-08-07_02,8,gpr,template,0.23725239412273105,0.257669496054271,0.23725239412273105,0.07748577665990161,0.10052298582858686
2024-08-07_02,8,gpr,mean_shift,0.10806184413515432,0.1475880511348553,0.10806184413515432,0.07748577665990161,0.10052298582858686
2024-08-07_02,8,gpr,full_map,0.1109858403916286,0.5307115135065731,0.10806184413515711,0.11885564626583121,0.5195934453113765
2024-08-07_03,8,gpr,template,0.05808319792566951,0.07818216414655547,0.05774003457216896,0.03490351878647809,0.05271185064332003
2024-08-07_03,8,gpr,mean_shift,0.11868674877894751,0.12986563646307933,0.11868674877894751,0.034903518786476094,0.05271185064332003
2024-08-07_03,8,gpr,full_map,0.11905654888797589,0.4299352614448441,0.11868674877895038,0.1044130358439389,0.41322848969780485
2024-08-07_04,8,gpr,template,0.16452542783059618,0.17128460264576342,0.16452542783059618,0.02641518456294414,0.04764240443844491
2024-08-07_04,8,gpr,mean_shift,0.03044048598811751,0.05367721368116105,0.02472740519942738,0.026415184562941507,0.047642404438444905
2024-08-07_04,8,gpr,full_map,0.0440403610745524,0.07333679974856418,0.02472740519943113,0.03215382404057729,0.06904231767158567
2024-08-07_05,8,gpr,template,0.05248430423509128,0.0850790026104792,0.01993636992221262,0.05746561059695226,0.08271020396250164
2024-08-07_05,8,gpr,mean_shift,0.1266445653169075,0.14147772121669444,0.11478226239776809,0.05746561059695226,0.08271020396250164
2024-08-07_05,8,gpr,full_map,0.12961456789782871,0.14642137133082872,0.1147822623977712,0.0605225710957897,0.09090792166389916
2024-08-07_06,8,gpr,template,0.15984789974070887,0.17381090262414284,0.15861277441659485,0.0519453095471635,0.07107895372675128
2024-08-07_06,8,gpr,mean_shift,0.055073390332127,0.0720338676349372,0.011690184924029363,0.0519453095471635,0.07107895372675128
2024-08-07_06,8,gpr,full_map,0.032413468476452045,0.04466877555407563,0.011690184924032157,0.030715389268953886,0.0431119366990433
2024-08-07_07,8,gpr,template,0.2609307519446848,0.2733097632516098,0.2609307519446848,0.06275150923057378,0.08132262525418361
2024-08-07_07,8,gpr,mean_shift,0.07646401470754068,0.09089317669796439,0.04059803187366344,0.06275150923057378,0.08132262525418361
2024-08-07_07,8,gpr,full_map,0.051224317806023746,0.20001307402641508,0.040598031873666875,0.052434294801574424,0.19584950750379979
2024-08-07_08,8,gpr,template,0.14769877268798548,0.21662596313030902,0.03057711322385455,0.16376454293844392,0.2144571007195369
2024-08-07_08,8,gpr,mean_shift,0.5456675406879241,0.5734932342555082,0.5318859292064546,0.16376454293844392,0.2144571007195369
2024-08-07_08,8,gpr,full_map,0.5452171824396105,0.5726791789187841,0.5318859292064515,0.16010713864265377,0.2122705826987863
2024-08-07_09,8,gpr,template,0.23730577355228985,0.25493533071340774,0.19087120138288743,0.13158284870791176,0.16899765480209428
2024-08-07_09,8,gpr,mean_shift,0.9315023479156436,0.9467084194729466,0.9315023479156436,0.131582848707908,0.16899765480209428
2024-08-07_09,8,gpr,full_map,0.9315023479156398,0.9382378916937514,0.9315023479156398,0.08151141650087544,0.11222173246562188
2024-08-07_10,8,gpr,template,0.44455659464131403,0.4527863272915481,0.44455659464131403,0.06959895933885414,0.08593539633403308
2024-08-07_10,8,gpr,mean_shift,0.9287936037610095,0.9327606610114142,0.9287936037610095,0.06959895933885414,0.08593539633403308
2024-08-07_10,8,gpr,full_map,0.9287936037610052,0.9511508602122797,0.9287936037610052,0.16764252972937643,0.20501317151638038
2024-08-21_01,9,ridge,template,0.6324396104868909,0.6768461842950038,0.6324396104868909,0.18951453604342888,0.24112423412402129
2024-08-21_01,9,ridge,mean_shift,0.18633484399179862,0.28770697245079446,0.15695351450320044,0.18951453604342888,0.24112423412402129
2024-08-21_01,9,ridge,full_map,0.15979219985369394,0.19695449608724855,0.156953514503213,0.08766307496784329,0.1189817961457622
2024-08-21_02,9,ridge,template,0.7195351161048685,0.7493536588881702,0.7195351161048685,0.1728561262466848,0.2092847886996125
2024-08-21_02,9,ridge,mean_shift,0.17044510377983724,0.2503073848827917,0.13730864556108824,0.1728561262466868,0.2092847886996125
2024-08-21_02,9,ridge,full_map,0.13997604721864057,0.20367994789591667,0.13730864556110015,0.11917845314340501,0.15043888137399689
2024-08-21_03,9,ridge,template,0.5431665767790258,0.5628660935512216,0.5431665767790258,0.12199377654336402,0.14760863504472635
2024-08-21_03,9,ridge,mean_shift,0.18854515245142178,0.239452675183839,0.18854515245142178,0.12199377654336402,0.14760863504472635
2024-08-21_03,9,ridge,full_map,0.1885451524514337,0.22899151758528985,0.1885451524514337,0.10360032696558619,0.12995322471212378
2024-08-21_04,9,ridge,template,0.32694410486891323,0.3409945337694194,0.32694410486891323,0.07699602474434865,0.09687530310708102
2024-08-21_04,9,ridge,mean_shift,0.1842269422407932,0.20814511908637529,0.1842269422407932,0.07699602474434913,0.09687530310708088
2024-08-21_04,9,ridge,full_map,0.1842269422408049,0.21264690192524724,0.1842269422408049,0.08477566504755957,0.10620328926642925
2024-08-21_05,9,ridge,template,0.12395983520599221,0.13662948163421912,0.12395983520599221,0.04238029440727076,0.057459329158446246
2024-08-21_05,9,ridge,mean_shift,0.1608028651644894,0.1707604636689876,0.1608028651644894,0.04238029440727076,0.057459329158446246
2024-08-21_05,9,ridge,full_map,0.1608028651645009,0.18329929657375102,0.1608028651645009,0.0697194591355168,0.08798335455823032
2024-08-21_06,9,ridge,template,0.30832218726591815,0.3110020682553841,0.30832218726591815,0.02689793039599656,0.04073960356565428
2024-08-21_06,9,ridge,mean_shift,0.03865936784460724,0.05275756307724866,0.03352081686300619,0.026897930395994085,0.04073960356565428
2024-08-21_06,9,ridge,full_map,0.06480732597867564,0.10620365089148114,0.03352081686299469,0.04664177097129971,0.1007748495385489
2024-08-21_07,9,ridge,template,0.14823812734082445,0.16051181064023518,0.14544465917603053,0.043644860329084836,0.0678961889370459
