experiment_key,lot_number,family,stage,mae,rmse,mean_shift_absolute_error,residual_profile_mae,residual_profile_rmse
2024-08-01_05,6,ridge,template,0.054959550561797806,0.07123196744692517,0.0546426049071313,0.026464810926264615,0.04569659632098388
2024-08-01_05,6,ridge,mean_shift,0.06086749356386131,0.07608083656394063,0.06082856875635073,0.026464810926264615,0.04569659632098388
2024-08-01_05,6,ridge,full_map,0.061963347478088945,0.0750713982965693,0.0608285687563457,0.031900617895180554,0.04399545505227412
2024-08-01_06,6,ridge,template,0.40718997936253143,0.4130433501269445,0.40718997936253143,0.04851109811428803,0.06929018538603332
2024-08-01_06,6,ridge,mean_shift,0.05907823246874308,0.0751968973357902,0.029213756658439272,0.048511098114288914,0.06929018538603332
2024-08-01_06,6,ridge,full_map,0.038066370334982016,0.07525563004270704,0.029213756658434325,0.030417717659580578,0.06935392040127633
2024-08-01_07,6,ridge,template,0.6956146984636548,1.8201448466955776,0.6956146984636548,0.35840100842760636,1.6819772454566044
2024-08-01_07,6,ridge,mean_shift,0.3053747345769679,1.6831027363891053,0.06154158761932821,0.35840100842760636,1.6819772454566044
2024-08-01_07,6,ridge,full_map,0.2917461681031933,1.671157600079282,0.06154158761933339,0.35190479869737085,1.6700240588973676
2024-08-01_08,6,ridge,template,0.3451079568906214,0.3598156203246418,0.3451079568906214,0.08023199915491966,0.10182228989954904
2024-08-01_08,6,ridge,mean_shift,0.16725944219703617,0.18510528104084403,0.15458391361594534,0.08023199915491966,0.10182228989954904
2024-08-01_08,6,ridge,full_map,0.15526461731516444,0.1599767479700549,0.15458391361594015,0.028407994566762875,0.04118705551813607
2024-08-01_09,6,ridge,template,0.43775514790185716,0.45822058103258806,0.43775514790185716,0.10939490993973777,0.1354124490852512
2024-08-01_09,6,ridge,mean_shift,0.12157165391620212,0.14498265597937474,0.051801922431199146,0.10939490993973786,0.1354124490852512
2024-08-01_09,6,ridge,full_map,0.08649762237137258,0.09946008258876837,0.05180192243119324,0.06921801449905482,0.08490505792352575
2024-08-01_10,6,ridge,template,0.4694124512726433,0.48151328456635123,0.4694124512726433,0.08774488224275988,0.10727065677101173
2024-08-01_10,6,ridge,mean_shift,0.09703602617803238,0.11322284275905097,0.03622731453415464,0.08774488224276092,0.10727065677101175
2024-08-01_10,6,ridge,full_map,0.05581818639425969,0.06305062960367037,0.03622731453414913,0.041831788850547044,0.0516039104629006
2024-08-01_01,6,pls,template,0.13164242146296776,0.1849389136464223,0.11663811052510908,0.08659832066142921,0.14351986954373697
2024-08-01_01,6,pls,mean_shift,0.09375812263057957,0.15551963351156672,0.059903284164732895,0.08659832066143025,0.143519869543737
2024-08-01_01,6,pls,full_map,0.09612888431590018,0.14412809314240033,0.05990328416472866,0.07701564578916946,0.13108967838523441
2024-08-01_02,6,pls,template,0.5562021554689293,0.5754914646223513,0.5562021554689293,0.12131501588389403,0.1477483945932955
