experiment_key,lot_number,family,stage,mae,rmse,mean_error,mean_predicted_std
2024-08-21_01,9,physics_constrained_oes_v2,template,0.6472660299625472,0.6967912168738097,-0.6472660299625446,
2024-08-21_01,9,physics_constrained_oes_v2,mean_shift,0.6200789237302073,0.6716119102751378,-0.6200789237302189,
2024-08-21_01,9,physics_constrained_oes_v2,full_map,0.6200789237302016,0.6575356600050896,-0.6200789237302047,
2024-08-21_02,9,physics_constrained_oes_v2,template,0.7343615355805249,0.7694957929924533,-0.7343615355805184,
2024-08-21_02,9,physics_constrained_oes_v2,mean_shift,0.7044875095083677,0.7410395141598054,-0.7044875095083682,
2024-08-21_02,9,physics_constrained_oes_v2,full_map,0.7044875095083618,0.7305388794706044,-0.7044875095083611,
2024-08-21_03,9,physics_constrained_oes_v2,template,0.5579929962546822,0.5854348321602433,-0.5579929962546757,
2024-08-21_03,9,physics_constrained_oes_v2,mean_shift,0.5141509330677033,0.543809654945188,-0.5141509330677039,
2024-08-21_03,9,physics_constrained_oes_v2,full_map,0.5141509330676978,0.5350792929678373,-0.5141509330676897,
2024-08-21_04,9,physics_constrained_oes_v2,template,0.3417705243445696,0.366335388750611,-0.341770524344561,
2024-08-21_04,9,physics_constrained_oes_v2,mean_shift,0.37404262889306644,0.3966136835379428,-0.37404262889305784,
2024-08-21_04,9,physics_constrained_oes_v2,full_map,0.3740426288930604,0.3888772642235828,-0.37404262889305784,
2024-08-21_05,9,physics_constrained_oes_v2,template,0.13878625468164865,0.17092173976989444,-0.13878625468164074,
2024-08-21_05,9,physics_constrained_oes_v2,mean_shift,0.0691046558501561,0.10825264715093323,-0.042024028576236105,
2024-08-21_05,9,physics_constrained_oes_v2,full_map,0.07176566831624358,0.11948949343655274,-0.042024028576236105,
2024-08-21_06,9,physics_constrained_oes_v2,template,0.299598764044943,0.3044202137780584,0.29349576779026876,
2024-08-21_06,9,physics_constrained_oes_v2,mean_shift,0.24778225301703283,0.2537053683096331,0.2404880726007903,
2024-08-21_06,9,physics_constrained_oes_v2,full_map,0.28647377375178745,0.3504247954217067,0.2404880726007903,
2024-08-21_07,9,physics_constrained_oes_v2,template,0.14415224719101097,0.16406297359777014,0.13061823970037523,
2024-08-21_07,9,physics_constrained_oes_v2,mean_shift,0.15679862386042134,0.17498215735490594,0.14409448507578304,
2024-08-21_07,9,physics_constrained_oes_v2,full_map,0.16719769303207793,0.19670494387078566,0.14409448507580436,
2024-08-21_08,9,physics_constrained_oes_v2,template,0.22023471910112263,0.22668916579760076,0.21434295880150245,
2024-08-21_08,9,physics_constrained_oes_v2,mean_shift,0.24954559699479414,0.25522749547613527,0.24432764998008594,
2024-08-21_08,9,physics_constrained_oes_v2,full_map,0.2698652888141302,0.2884198027221601,0.24432764998008594,
2024-08-21_10,9,physics_constrained_oes_v2,template,0.3056279775280892,0.3142080747443983,0.30094071161048674,
2024-08-21_10,9,physics_constrained_oes_v2,mean_shift,0.3197438864653728,0.3280650176909416,0.315381124201501,
2024-08-21_10,9,physics_constrained_oes_v2,full_map,0.3592911585053928,0.40126787663131874,0.315381124201501,
