experiment_key,lot_number,family,stage,mae,rmse,mean_error,mean_predicted_std
2024-07-02_04,1,gpr,full_map,0.19174567115549998,0.2328896831183107,-0.06114363189465877,0.20134010490550308
2024-07-02_05,1,gpr,template,0.20160459394111668,0.25271319665173775,0.15919489404067377,
2024-07-02_05,1,gpr,mean_shift,0.1667759877383349,0.19644199235571522,-0.008277130382268183,0.1595251816937738
2024-07-02_05,1,gpr,full_map,0.16754991848470116,0.19637103663599256,-0.008277130382275288,0.21605149333352086
2024-07-02_06,1,gpr,template,0.15854157303370744,0.19078947664892776,0.001569051344048944,
2024-07-02_06,1,gpr,mean_shift,0.17384925365420464,0.21012874980667895,-0.08806775242656073,0.14825544302729604
2024-07-02_06,1,gpr,full_map,0.17109399346504917,0.20397437834808715,-0.08806775242657494,0.20336874690700452
2024-07-02_08,1,gpr,template,0.4813634333665187,0.49634943383118935,0.48136343336651777,
2024-07-02_08,1,gpr,mean_shift,0.13267603209306225,0.17323649607983582,0.12393094081737388,0.18127744131238874
2024-07-02_08,1,gpr,full_map,0.13172050851525835,0.16450748826680514,0.12393094081737388,0.23856840313482416
2024-07-02_09,1,gpr,template,0.24446711705304955,0.2911404591089917,0.240388152467645,
2024-07-02_09,1,gpr,mean_shift,0.13912682071180082,0.1659865731126239,-0.02398414831267104,0.14827892089871303
2024-07-02_09,1,gpr,full_map,0.13020001008711266,0.15234514387580184,-0.023984148312678144,0.20434180945406621
2024-07-02_10,1,gpr,template,0.2973862181766453,0.32790199266279885,0.2954712985350625,
2024-07-02_10,1,gpr,mean_shift,0.12527839579011157,0.16882410552016222,0.09102279972865546,0.13342429444109238
2024-07-02_10,1,gpr,full_map,0.12558607418654827,0.15587305040327099,0.09102279972864835,0.18452442758224596
2024-07-05_01,2,ridge,template,0.5909476519734955,0.6533933032096673,-0.5909476519734937,
2024-07-05_01,2,ridge,mean_shift,0.22835126544247328,0.2796608258141397,0.022505470197131672,
2024-07-05_01,2,ridge,full_map,0.130786004448254,0.16640036228777905,0.022505470197124566,
