experiment_key,group_name,time_samples,wavelengths,wavelength_min_nm,wavelength_max_nm,median_step_seconds,effective_sample_rate_hz,maximum_gap_seconds,oes_duration_seconds,process_regular_duration_seconds,duration_difference_seconds,process_active_start_elapsed_seconds,process_active_end_elapsed_seconds,minimum_dictionary_code,maximum_dictionary_code,dictionary_size,wavelength_axis_matches,active_window_covered,passes_integrity_gate,has_direct_89_point_target
2024-08-01_01,Wafer_01,15153,3648,185.89122009277344,883.9669552284213,0.041841983795166016,23.89944044946381,0.1657249927520752,658.8723599910736,659.4000000953674,-0.5276401042938232,43.40000009536743,638.4000000953674,45,61438,61443,True,True,True,True
2024-08-01_02,Wafer_02,14869,3648,185.89122009277344,883.9669552284213,0.04208648204803467,23.760598447232237,0.16310501098632812,648.9035091400146,648.7999999523163,0.10350918769836426,30.0,627.7999999523163,35,61386,61443,True,True,True,True
2024-08-01_03,Wafer_03,13943,3648,185.89122009277344,883.9669552284213,0.04297363758087158,23.270080363062394,0.7509579658508301,649.2026600837708,649.0,0.20266008377075195,30.0,628.0,132,61376,61443,True,True,True,True
2024-08-01_04,Wafer_04,14985,3648,185.89122009277344,883.9669552284213,0.041625022888183594,24.024010814030746,0.1618518829345703,648.7056379318237,649.0,-0.29436206817626953,30.0,628.0,161,61360,61443,True,True,True,True
2024-08-01_05,Wafer_05,15060,3648,185.89122009277344,883.9669552284213,0.04134392738342285,24.187348984193438,0.16885805130004883,648.2439289093018,648.7999999523163,-0.5560710430145264,30.0,628.0,14,61311,61443,True,True,True,True
2024-08-01_06,Wafer_06,14916,3648,185.89122009277344,883.9669552284213,0.04207611083984375,23.766455122393474,0.2225959300994873,659.3803989887238,659.0,0.3803989887237549,43.200000047683716,638.0,80,61320,61443,True,True,True,True
2024-08-01_07,Wafer_07,15050,3648,185.89122009277344,883.9669552284213,0.041359901428222656,24.178007332426386,0.17402076721191406,658.7816450595856,659.2000000476837,-0.41835498809814453,43.40000009536743,638.2000000476837,92,61242,61443,True,True,True,True
2024-08-01_08,Wafer_08,15141,3648,185.89122009277344,883.9669552284213,0.04115796089172363,24.296636138771586,0.1673591136932373,648.8441159725189,648.7999999523163,0.04411602020263672,30.0,628.0,77,61141,61443,True,True,True,True
2024-08-01_09,Wafer_09,15238,3648,185.89122009277344,883.9669552284213,0.04105997085571289,24.354620306820426,0.1748039722442627,648.6525950431824,648.5999999046326,0.05259513854980469,29.799999952316284,627.5999999046326,12,61316,61443,True,True,True,True
2024-08-01_10,Wafer_10,15346,3648,185.89122009277344,883.9669552284213,0.0409090518951416,24.44446775650552,0.14308381080627441,648.7027409076691,648.7999999523163,-0.0972590446472168,29.799999952316284,627.7999999523163,67,61334,61443,True,True,True,True
