lot_number,policy,requested_budget,selected_wafers,actual_metrology_fraction,retained_mae,random_p025,random_p975
6,oracle,0.3,3,0.3,0.08209203119066158,,
6,oracle,0.4,4,0.4,0.07337563160004769,,
6,oracle,0.5,5,0.5,0.07058645573963936,,
6,oracle,0.6,6,0.6,0.0665577275827642,,
6,oracle,0.7,7,0.7,0.06184475644982281,,
6,oracle,0.8,8,0.8,0.06101626305107013,,
6,oracle,0.9,9,0.9,0.05976994631109198,,
7,random,0.0,0,0.0,0.1285126037459248,0.1285126037459248,0.1285126037459248
7,random,0.1,1,0.16666666666666666,0.12848470921803568,0.11667190150969131,0.14532815199690252
7,random,0.2,1,0.16666666666666666,0.12848470921803568,0.11667190150969131,0.14532815199690252
7,random,0.3,2,0.3333333333333333,0.12853684652047764,0.09946053829444898,0.16293894267538445
7,random,0.4,2,0.3333333333333333,0.12853684652047764,0.09946053829444898,0.16293894267538445
7,random,0.5,3,0.5,0.12843741797957886,0.07631170875156304,0.1807134987402866
7,random,0.6,4,0.6666666666666666,0.12852292895793535,0.059659925887005506,0.18661673464887646
7,random,0.7,4,0.6666666666666666,0.12852292895793535,0.059659925887005506,0.18661673464887646
7,random,0.8,5,0.8333333333333334,0.12830000402949968,0.04443486249103629,0.1877161149270923
7,random,0.9,5,0.8333333333333334,0.12830000402949968,0.04443486249103629,0.1877161149270923
7,periodic,0.0,0,0.0,0.1285126037459248,,
7,periodic,0.1,1,0.16666666666666666,0.11667190150969131,,
7,periodic,0.2,1,0.16666666666666666,0.11667190150969131,,
7,periodic,0.3,2,0.3333333333333333,0.10361312015633742,,
7,periodic,0.4,2,0.3333333333333333,0.10361312015633742,,
7,periodic,0.5,3,0.5,0.07631170875156304,,
7,periodic,0.6,4,0.6666666666666666,0.07702506848585719,,
7,periodic,0.7,4,0.6666666666666666,0.07702506848585719,,
7,periodic,0.8,5,0.8333333333333334,0.07488498928297473,,
7,periodic,0.9,5,0.8333333333333334,0.07488498928297473,,
7,ood,0.0,0,0.0,0.1285126037459248,,
7,ood,0.1,1,0.16666666666666666,0.11667190150969131,,
7,ood,0.2,1,0.16666666666666666,0.11667190150969131,,
7,ood,0.3,2,0.3333333333333333,0.09946053829444898,,
7,ood,0.4,2,0.3333333333333333,0.09946053829444898,,
7,ood,0.5,3,0.5,0.0960756262323726,,
7,ood,0.6,4,0.6666666666666666,0.12189600810304077,,
7,ood,0.7,4,0.6666666666666666,0.12189600810304077,,
7,ood,0.8,5,0.8333333333333334,0.07488498928297473,,
7,ood,0.9,5,0.8333333333333334,0.07488498928297473,,
7,delta,0.0,0,0.0,0.1285126037459248,,
7,delta,0.1,1,0.16666666666666666,0.13229206959897416,,
7,delta,0.2,1,0.16666666666666666,0.13229206959897416,,
7,delta,0.3,2,0.3333333333333333,0.1184360582669446,,
7,delta,0.4,2,0.3333333333333333,0.1184360582669446,,
7,delta,0.5,3,0.5,0.0960756262323726,,
7,delta,0.6,4,0.6666666666666666,0.10667094470707156,,
7,delta,0.7,4,0.6666666666666666,0.10667094470707156,,
7,delta,0.8,5,0.8333333333333334,0.04443486249103629,,
7,delta,0.9,5,0.8333333333333334,0.04443486249103629,,
7,ewma,0.0,0,0.0,0.1285126037459248,,
7,ewma,0.1,1,0.16666666666666666,0.13229206959897416,,
7,ewma,0.2,1,0.16666666666666666,0.13229206959897416,,
7,ewma,0.3,2,0.3333333333333333,0.11898574840605254,,
7,ewma,0.4,2,0.3333333333333333,0.11898574840605254,,
7,ewma,0.5,3,0.5,0.0960756262323726,,
7,ewma,0.6,4,0.6666666666666666,0.10667094470707156,,
7,ewma,0.7,4,0.6666666666666666,0.10667094470707156,,
7,ewma,0.8,5,0.8333333333333334,0.16890702692310683,,
7,ewma,0.9,5,0.8333333333333334,0.16890702692310683,,
7,disagreement,0.0,0,0.0,0.1285126037459248,,
7,disagreement,0.1,1,0.16666666666666666,0.11667190150969131,,
7,disagreement,0.2,1,0.16666666666666666,0.11667190150969131,,
7,disagreement,0.3,2,0.3333333333333333,0.10361312015633742,,
7,disagreement,0.4,2,0.3333333333333333,0.10361312015633742,,
7,disagreement,0.5,3,0.5,0.12333920604477112,,
7,disagreement,0.6,4,0.6666666666666666,0.09225013188182642,,
7,disagreement,0.7,4,0.6666666666666666,0.09225013188182642,,
7,disagreement,0.8,5,0.8333333333333334,0.07488498928297473,,
7,disagreement,0.9,5,0.8333333333333334,0.07488498928297473,,
7,combined,0.0,0,0.0,0.1285126037459248,,
7,combined,0.1,1,0.16666666666666666,0.11667190150969131,,
7,combined,0.2,1,0.16666666666666666,0.11667190150969131,,
7,combined,0.3,2,0.3333333333333333,0.09946053829444898,,
7,combined,0.4,2,0.3333333333333333,0.09946053829444898,,
7,combined,0.5,3,0.5,0.0960756262323726,,
7,combined,0.6,4,0.6666666666666666,0.12189600810304077,,
7,combined,0.7,4,0.6666666666666666,0.12189600810304077,,
7,combined,0.8,5,0.8333333333333334,0.07488498928297473,,
7,combined,0.9,5,0.8333333333333334,0.07488498928297473,,
7,oracle,0.0,0,0.0,0.1285126037459248,,
7,oracle,0.1,1,0.16666666666666666,0.11667190150969131,,
7,oracle,0.2,1,0.16666666666666666,0.11667190150969131,,
7,oracle,0.3,2,0.3333333333333333,0.09946053829444898,,
7,oracle,0.4,2,0.3333333333333333,0.09946053829444898,,
7,oracle,0.5,3,0.5,0.07631170875156304,,
7,oracle,0.6,4,0.6666666666666666,0.059659925887005506,,
7,oracle,0.7,4,0.6666666666666666,0.059659925887005506,,
7,oracle,0.8,5,0.8333333333333334,0.04443486249103629,,
7,oracle,0.9,5,0.8333333333333334,0.04443486249103629,,
8,random,0.0,0,0.0,0.23933162665413266,0.23933162665413268,0.23933162665413268
8,random,0.1,1,0.1,0.23948346408881144,0.17500166055497474,0.26268530878304314
8,random,0.2,2,0.2,0.23926904739958282,0.14508616437496508,0.2911290127522321
8,random,0.3,3,0.3,0.23921447255992762,0.11794283642537949,0.3218224866173583
8,random,0.4,4,0.4,0.2384389102365356,0.08274749483871428,0.3594083189516499
8,random,0.5,5,0.5,0.23709257583702412,0.07024511687500958,0.40761822227810385
8,random,0.6,6,0.6,0.23706590119575352,0.05771979082395881,0.4732079316833203
8,random,0.7,7,0.7,0.2349963844227419,0.044857223561408886,0.5132259707734356
8,random,0.8,8,0.8,0.2339153140952857,0.03414186764961494,0.6163134757708031
8,random,0.9,9,0.9,0.23152668429833612,0.029148487493938835,0.8183013215465542
8,periodic,0.0,0,0.0,0.23933162665413268,,
8,periodic,0.1,1,0.1,0.25210780829848384,,
8,periodic,0.2,2,0.2,0.18133361914247503,,
8,periodic,0.3,3,0.3,0.19776871682211478,,
8,periodic,0.4,4,0.4,0.23039753630676174,,
8,periodic,0.5,5,0.5,0.18698394214604402,,
8,periodic,0.6,6,0.6,0.19741508151824558,,
8,periodic,0.7,7,0.7,0.21863083575463282,,
8,periodic,0.8,8,0.8,0.22473065351229166,,
8,periodic,0.9,9,0.9,0.14525938465723787,,
8,ood,0.0,0,0.0,0.23933162665413268,,
8,ood,0.1,1,0.1,0.19647190759768698,,
8,ood,0.2,2,0.2,0.20548764706552633,,
8,ood,0.3,3,0.3,0.17565364950416554,,
8,ood,0.4,4,0.4,0.19907331158327124,,
8,ood,0.5,5,0.5,0.2098360969684779,,
8,ood,0.6,6,0.6,0.05771979082395881,,
8,ood,0.7,7,0.7,0.06724355860063214,,
8,ood,0.8,8,0.8,0.05271159159514391,,
8,ood,0.9,9,0.9,0.03913524780529103,,
8,delta,0.0,0,0.0,0.23933162665413268,,
8,delta,0.1,1,0.1,0.21988784850514165,,
8,delta,0.2,2,0.2,0.16924019229801637,,
8,delta,0.3,3,0.3,0.17565364950416554,,
8,delta,0.4,4,0.4,0.18887800898625837,,
8,delta,0.5,5,0.5,0.22082391328472223,,
8,delta,0.6,6,0.6,0.26624607965458,,
8,delta,0.7,7,0.7,0.30657497798702743,,
8,delta,0.8,8,0.8,0.05071180620726403,,
8,delta,0.9,9,0.9,0.035135677029531284,,
8,ewma,0.0,0,0.0,0.23933162665413268,,
8,ewma,0.1,1,0.1,0.21988784850514165,,
8,ewma,0.2,2,0.2,0.23183058058641282,,
8,ewma,0.3,3,0.3,0.25119102172567054,,
8,ewma,0.4,4,0.4,0.18887800898625837,,
8,ewma,0.5,5,0.5,0.22082391328472223,,
8,ewma,0.6,6,0.6,0.23971504544159333,,
8,ewma,0.7,7,0.7,0.307908168245614,,
8,ewma,0.8,8,0.8,0.4287182846759226,,
8,ewma,0.9,9,0.9,0.03913524780529103,,
8,disagreement,0.0,0,0.0,0.23933162665413268,,
8,disagreement,0.1,1,0.1,0.19647190759768698,,
8,disagreement,0.2,2,0.2,0.20548764706552633,,
8,disagreement,0.3,3,0.3,0.11794283642537949,,
8,disagreement,0.4,4,0.4,0.13174402965802087,,
8,disagreement,0.5,5,0.5,0.1388313370673033,,
8,disagreement,0.6,6,0.6,0.13722432516981967,,
8,disagreement,0.7,7,0.7,0.16992068429132923,,
8,disagreement,0.8,8,0.8,0.047718211439467806,,
8,disagreement,0.9,9,0.9,0.029148487493938835,,
8,combined,0.0,0,0.0,0.23933162665413268,,
8,combined,0.1,1,0.1,0.19647190759768698,,
8,combined,0.2,2,0.2,0.20548764706552633,,
8,combined,0.3,3,0.3,0.17565364950416554,,
8,combined,0.4,4,0.4,0.18887800898625837,,
8,combined,0.5,5,0.5,0.21962647537760374,,
8,combined,0.6,6,0.6,0.06995776383536613,,
8,combined,0.7,7,0.7,0.044857223561408886,,
8,combined,0.8,8,0.8,0.05271159159514391,,
8,combined,0.9,9,0.9,0.06628793538499678,,
8,oracle,0.0,0,0.0,0.23933162665413268,,
8,oracle,0.1,1,0.1,0.17500166055497474,,
8,oracle,0.2,2,0.2,0.11874323085407859,,
8,oracle,0.3,3,0.3,0.07651717383393954,,
8,oracle,0.4,4,0.4,0.06506013869672315,,
8,oracle,0.5,5,0.5,0.05320296806507331,,
8,oracle,0.6,6,0.6,0.04242683692843949,,
8,oracle,0.7,7,0.7,0.03447313744292038,,
8,oracle,0.8,8,0.8,0.03214208226173506,,
8,oracle,0.9,9,0.9,0.029148487493938835,,
9,random,0.0,0,0.0,0.09184750074624318,0.0918475007462432,0.0918475007462432
9,random,0.1,1,0.1111111111111111,0.09185085040902423,0.08639150836243784,0.09808934351945836
9,random,0.2,2,0.2222222222222222,0.09188524271502421,0.07989037561645389,0.1043979890544116
9,random,0.3,3,0.3333333333333333,0.09188250930000405,0.07794047650435351,0.10727910607344628
9,random,0.4,4,0.4444444444444444,0.09187445304400342,0.07315475434233601,0.11041697323032432
9,random,0.5,4,0.4444444444444444,0.09187445304400342,0.07315475434233601,0.11041697323032432
9,random,0.6,5,0.5555555555555556,0.09200063771601365,0.06863566014114184,0.11812567789134018
9,random,0.7,6,0.6666666666666666,0.09214771547470414,0.06247711787478794,0.11966154923002263
9,random,0.8,7,0.7777777777777778,0.09215404586134171,0.04792079166765381,0.13369743870050582
9,random,0.9,8,0.8888888888888888,0.0920649410700393,0.04191275856052197,0.13549543981668613
9,periodic,0.0,0,0.0,0.0918475007462432,,
9,periodic,0.1,1,0.1111111111111111,0.09522539406302068,,
9,periodic,0.2,2,0.2222222222222222,0.10112490396133998,,
9,periodic,0.3,3,0.3333333333333333,0.0953964813187823,,
9,periodic,0.4,4,0.4444444444444444,0.10583465410002402,,
9,periodic,0.5,4,0.4444444444444444,0.10583465410002402,,
9,periodic,0.6,5,0.5555555555555556,0.08812831334352679,,
9,periodic,0.7,6,0.6666666666666666,0.1031025453205112,,
9,periodic,0.8,7,0.7777777777777778,0.10993281726929323,,
9,periodic,0.9,8,0.8888888888888888,0.13549543981668613,,
9,ood,0.0,0,0.0,0.0918475007462432,,
9,ood,0.1,1,0.1111111111111111,0.09522539406302068,,
9,ood,0.2,2,0.2222222222222222,0.09197237218286,,
9,ood,0.3,3,0.3333333333333333,0.09278255305663607,,
9,ood,0.4,4,0.4444444444444444,0.10055329871300615,,
9,ood,0.5,4,0.4444444444444444,0.10055329871300615,,
9,ood,0.6,5,0.5555555555555556,0.11521343375112719,,
9,ood,0.7,6,0.6666666666666666,0.1230879882384842,,
9,ood,0.8,7,0.7777777777777778,0.11868226356556354,,
9,ood,0.9,8,0.8888888888888888,0.13549543981668613,,
9,delta,0.0,0,0.0,0.0918475007462432,,
9,delta,0.1,1,0.1111111111111111,0.09522539406302068,,
9,delta,0.2,2,0.2222222222222222,0.08998624498854857,,
9,delta,0.3,3,0.3333333333333333,0.08531786128261572,,
9,delta,0.4,4,0.4444444444444444,0.08495917615109817,,
9,delta,0.5,4,0.4444444444444444,0.08495917615109817,,
9,delta,0.6,5,0.5555555555555556,0.08073169836026249,,
9,delta,0.7,6,0.6666666666666666,0.093671344960176,,
9,delta,0.8,7,0.7777777777777778,0.07275929753192092,,
9,delta,0.9,8,0.8888888888888888,0.05392882477478566,,
9,ewma,0.0,0,0.0,0.0918475007462432,,
9,ewma,0.1,1,0.1111111111111111,0.09522539406302068,,
9,ewma,0.2,2,0.2222222222222222,0.08998624498854857,,
9,ewma,0.3,3,0.3333333333333333,0.0880057712675665,,
9,ewma,0.4,4,0.4444444444444444,0.08728897146326856,,
9,ewma,0.5,4,0.4444444444444444,0.08728897146326856,,
9,ewma,0.6,5,0.5555555555555556,0.08733339259403482,,
9,ewma,0.7,6,0.6666666666666666,0.07127937685315106,,
9,ewma,0.8,7,0.7777777777777778,0.04792079166765381,,
9,ewma,0.9,8,0.8888888888888888,0.04191275856052197,,
9,disagreement,0.0,0,0.0,0.0918475007462432,,
9,disagreement,0.1,1,0.1111111111111111,0.09522539406302068,,
9,disagreement,0.2,2,0.2222222222222222,0.08998624498854857,,
9,disagreement,0.3,3,0.3333333333333333,0.0880057712675665,,
9,disagreement,0.4,4,0.4444444444444444,0.08728897146326856,,
9,disagreement,0.5,4,0.4444444444444444,0.08728897146326856,,
9,disagreement,0.6,5,0.5555555555555556,0.09562900813538928,,
9,disagreement,0.7,6,0.6666666666666666,0.08817316177247053,,
9,disagreement,0.8,7,0.7777777777777778,0.08870409918860406,,
9,disagreement,0.9,8,0.8888888888888888,0.04191275856052197,,
9,combined,0.0,0,0.0,0.0918475007462432,,
9,combined,0.1,1,0.1111111111111111,0.09522539406302068,,
9,combined,0.2,2,0.2222222222222222,0.08998624498854857,,
9,combined,0.3,3,0.3333333333333333,0.0880057712675665,,
9,combined,0.4,4,0.4444444444444444,0.0881846681330391,,
9,combined,0.5,4,0.4444444444444444,0.0881846681330391,,
9,combined,0.6,5,0.5555555555555556,0.08073169836026249,,
9,combined,0.7,6,0.6666666666666666,0.0771123410506646,,
9,combined,0.8,7,0.7777777777777778,0.08870409918860406,,
9,combined,0.9,8,0.8888888888888888,0.04191275856052197,,
9,oracle,0.0,0,0.0,0.0918475007462432,,
9,oracle,0.1,1,0.1111111111111111,0.08639150836243784,,
9,oracle,0.2,2,0.2222222222222222,0.07989037561645389,,
9,oracle,0.3,3,0.3333333333333333,0.07353934701517194,,
9,oracle,0.4,4,0.4444444444444444,0.06787339895531816,,
9,oracle,0.5,4,0.4444444444444444,0.06787339895531816,,
9,oracle,0.6,5,0.5555555555555556,0.06194430612188363,,
9,oracle,0.7,6,0.6666666666666666,0.05355531251577702,,
9,oracle,0.8,7,0.7777777777777778,0.04792079166765381,,
9,oracle,0.9,8,0.8888888888888888,0.04191275856052197,,
10,random,0.0,0,0.0,0.09932347360304963,0.0993234736030496,0.0993234736030496
10,random,0.1,0,0.0,0.09932347360304963,0.0993234736030496,0.0993234736030496
10,random,0.2,1,0.25,0.09943184047521872,0.07666669189268484,0.10922049209252893
10,random,0.3,1,0.25,0.09943184047521872,0.07666669189268484,0.10922049209252893
10,random,0.4,2,0.5,0.09954316042563821,0.07068198996225614,0.12796495724384307
10,random,0.5,2,0.5,0.09954316042563821,0.07068198996225614,0.12796495724384307
10,random,0.6,2,0.5,0.09954316042563821,0.07068198996225614,0.12796495724384307
10,random,0.7,3,0.75,0.09910557926291468,0.06963241813461164,0.16729381873414392
10,random,0.8,3,0.75,0.09910557926291468,0.06963241813461164,0.16729381873414392
10,random,0.9,3,0.75,0.09910557926291468,0.06963241813461164,0.16729381873414392
10,periodic,0.0,0,0.0,0.0993234736030496,,
10,periodic,0.1,0,0.0,0.0993234736030496,,
10,periodic,0.2,1,0.25,0.10922049209252893,,
10,periodic,0.3,1,0.25,0.10922049209252893,,
10,periodic,0.4,2,0.5,0.08018382877172142,,
10,periodic,0.5,2,0.5,0.08018382877172142,,
10,periodic,0.6,2,0.5,0.08018382877172142,,
10,periodic,0.7,3,0.75,0.07173156178990062,,
10,periodic,0.8,3,0.75,0.07173156178990062,,
10,periodic,0.9,3,0.75,0.07173156178990062,,
10,ood,0.0,0,0.0,0.0993234736030496,,
10,ood,0.1,0,0.0,0.0993234736030496,,
10,ood,0.2,1,0.25,0.10922049209252893,,
10,ood,0.3,1,0.25,0.10922049209252893,,
10,ood,0.4,2,0.5,0.12796495724384307,,
10,ood,0.5,2,0.5,0.12796495724384307,,
10,ood,0.6,2,0.5,0.12796495724384307,,
10,ood,0.7,3,0.75,0.16729381873414392,,
10,ood,0.8,3,0.75,0.16729381873414392,,
10,ood,0.9,3,0.75,0.16729381873414392,,
10,delta,0.0,0,0.0,0.0993234736030496,,
10,delta,0.1,0,0.0,0.0993234736030496,,
10,delta,0.2,1,0.25,0.10922049209252893,,
10,delta,0.3,1,0.25,0.10922049209252893,,
10,delta,0.4,2,0.5,0.12796495724384307,,
10,delta,0.5,2,0.5,0.12796495724384307,,
10,delta,0.6,2,0.5,0.12796495724384307,,
10,delta,0.7,3,0.75,0.16729381873414392,,
10,delta,0.8,3,0.75,0.16729381873414392,,
10,delta,0.9,3,0.75,0.16729381873414392,,
10,ewma,0.0,0,0.0,0.0993234736030496,,
10,ewma,0.1,0,0.0,0.0993234736030496,,
10,ewma,0.2,1,0.25,0.10922049209252893,,
10,ewma,0.3,1,0.25,0.10922049209252893,,
10,ewma,0.4,2,0.5,0.12796495724384307,,
10,ewma,0.5,2,0.5,0.12796495724384307,,
10,ewma,0.6,2,0.5,0.12796495724384307,,
10,ewma,0.7,3,0.75,0.16729381873414392,,
10,ewma,0.8,3,0.75,0.16729381873414392,,
10,ewma,0.9,3,0.75,0.16729381873414392,,
10,disagreement,0.0,0,0.0,0.0993234736030496,,
10,disagreement,0.1,0,0.0,0.0993234736030496,,
10,disagreement,0.2,1,0.25,0.10922049209252893,,
10,disagreement,0.3,1,0.25,0.10922049209252893,,
10,disagreement,0.4,2,0.5,0.12796495724384307,,
10,disagreement,0.5,2,0.5,0.12796495724384307,,
10,disagreement,0.6,2,0.5,0.12796495724384307,,
10,disagreement,0.7,3,0.75,0.16729381873414392,,
10,disagreement,0.8,3,0.75,0.16729381873414392,,
10,disagreement,0.9,3,0.75,0.16729381873414392,,
10,combined,0.0,0,0.0,0.0993234736030496,,
10,combined,0.1,0,0.0,0.0993234736030496,,
10,combined,0.2,1,0.25,0.10922049209252893,,
10,combined,0.3,1,0.25,0.10922049209252893,,
10,combined,0.4,2,0.5,0.12796495724384307,,
10,combined,0.5,2,0.5,0.12796495724384307,,
10,combined,0.6,2,0.5,0.12796495724384307,,
10,combined,0.7,3,0.75,0.16729381873414392,,
10,combined,0.8,3,0.75,0.16729381873414392,,
10,combined,0.9,3,0.75,0.16729381873414392,,
10,oracle,0.0,0,0.0,0.0993234736030496,,
10,oracle,0.1,0,0.0,0.0993234736030496,,
10,oracle,0.2,1,0.25,0.07666669189268484,,
10,oracle,0.3,1,0.25,0.07666669189268484,,
10,oracle,0.4,2,0.5,0.07068198996225614,,
10,oracle,0.5,2,0.5,0.07068198996225614,,
10,oracle,0.6,2,0.5,0.07068198996225614,,
10,oracle,0.7,3,0.75,0.06963241813461164,,
10,oracle,0.8,3,0.75,0.06963241813461164,,
10,oracle,0.9,3,0.75,0.06963241813461164,,
