test_lot,mode,feedback,policy,budget,total_system_mae,unmeasured_wafer_mae,measured_fraction,high_error_capture,p95_system_error,cumulative_system_error,updates,update_runtime_seconds,drift_error_threshold,drift_onset_wafer_order,recovery_wafer_count,random_replicates
5,direct_substitution,F0,combined,0.5,0.07890137645831748,0.15780275291663495,0.5,0.5,0.20829969707696055,0.7890137645831747,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,disagreement,0.0,0.14549729459373517,0.14549729459373517,0.0,0.0,0.2488348676664305,1.4549729459373517,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,disagreement,0.1,0.13152780390422047,0.14614200433802274,0.1,0.0,0.2488348676664305,1.3152780390422047,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,disagreement,0.2,0.12233938808146502,0.15292423510183129,0.2,0.0,0.2488348676664305,1.2233938808146503,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,disagreement,0.3,0.09641281823597955,0.1377325974799708,0.3,0.5,0.20829969707696055,0.9641281823597956,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,disagreement,0.5,0.07890137645831748,0.15780275291663495,0.5,0.5,0.20829969707696055,0.7890137645831747,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,no_metrology,0.0,0.14549729459373517,0.14549729459373517,0.0,0.0,0.2488348676664305,1.4549729459373517,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,no_metrology,0.1,0.14549729459373517,0.14549729459373517,0.0,0.0,0.2488348676664305,1.4549729459373517,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,no_metrology,0.2,0.14549729459373517,0.14549729459373517,0.0,0.0,0.2488348676664305,1.4549729459373517,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,no_metrology,0.3,0.14549729459373517,0.14549729459373517,0.0,0.0,0.2488348676664305,1.4549729459373517,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,no_metrology,0.5,0.14549729459373517,0.14549729459373517,0.0,0.0,0.2488348676664305,1.4549729459373517,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,ood,0.0,0.14549729459373517,0.14549729459373517,0.0,0.0,0.2488348676664305,1.4549729459373517,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,ood,0.1,0.13152780390422047,0.14614200433802274,0.1,0.0,0.2488348676664305,1.3152780390422047,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,ood,0.2,0.12233938808146502,0.15292423510183129,0.2,0.0,0.2488348676664305,1.2233938808146503,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,ood,0.3,0.09641281823597955,0.1377325974799708,0.3,0.5,0.20829969707696055,0.9641281823597956,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,ood,0.5,0.07890137645831748,0.15780275291663495,0.5,0.5,0.20829969707696055,0.7890137645831747,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,oracle,0.0,0.14549729459373517,0.14549729459373517,0.0,0.0,0.2488348676664305,1.4549729459373517,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,oracle,0.1,0.12188868714567729,0.1354318746063081,0.1,0.5,0.2210484902628124,1.2188868714567729,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,oracle,0.2,0.10445483023175677,0.13056853778969596,0.2,0.5,0.21493804836440372,1.0445483023175677,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,oracle,0.3,0.07988613636369543,0.11412305194813632,0.3,1.0,0.15874892112937888,0.7988613636369543,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,oracle,0.5,0.05942058459448625,0.1188411691889725,0.5,0.5,0.18238402875052867,0.5942058459448625,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,periodic,0.0,0.14549729459373517,0.14549729459373517,0.0,0.0,0.2488348676664305,1.4549729459373517,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,periodic,0.1,0.13152780390422047,0.14614200433802274,0.1,0.0,0.2488348676664305,1.3152780390422047,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,periodic,0.2,0.12233938808146502,0.15292423510183129,0.2,0.0,0.2488348676664305,1.2233938808146503,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,periodic,0.3,0.11223127642966912,0.16033039489952733,0.3,0.0,0.2488348676664305,1.1223127642966912,0.0,0.0,0.16174439123017387,2.0,1.0,1
5,direct_substitution,F0,periodic,0.5,0.08788564530779047,0.17577129061558094,0.5,0.0,0.2488348676664305,0.8788564530779047,0.0,0.0,0.16174439123017387,2.0,1.0,1
