experiment_key,test_lot,wafer_order,mode,feedback,policy,budget,replicate,risk,measured,vm_error_before_measurement,system_error
2024-07-11_04,4,4,direct_substitution,F0,combined,0.3,0,0.8477453580901857,True,0.18120608158432655,0.0
2024-07-11_05,4,5,direct_substitution,F0,combined,0.3,0,0.9700265251989391,False,0.2911589887446905,0.2911589887446905
2024-07-11_06,4,6,direct_substitution,F0,combined,0.3,0,0.8793103448275863,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,direct_substitution,F0,combined,0.3,0,0.716976127320955,True,0.21894232278277131,0.0
2024-07-11_08,4,8,direct_substitution,F0,combined,0.3,0,0.5870026525198939,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,direct_substitution,F0,combined,0.3,0,0.7084880636604776,False,0.35452399117134203,0.35452399117134203
2024-07-11_10,4,10,direct_substitution,F0,combined,0.3,0,0.9615384615384617,False,0.22264525859512227,0.22264525859512227
2024-07-11_01,4,1,ranking_only,F0,validated_combined,0.3,0,0.7931034482758621,False,0.22093844780964278,0.22093844780964278
2024-07-11_02,4,2,ranking_only,F0,validated_combined,0.3,0,0.6331564986737401,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,ranking_only,F0,validated_combined,0.3,0,0.976923076923077,True,0.24730692767245452,0.0
2024-07-11_04,4,4,ranking_only,F0,validated_combined,0.3,0,0.8477453580901857,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,ranking_only,F0,validated_combined,0.3,0,0.9700265251989391,True,0.2911589887446905,0.0
2024-07-11_06,4,6,ranking_only,F0,validated_combined,0.3,0,0.8793103448275863,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,ranking_only,F0,validated_combined,0.3,0,0.716976127320955,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,ranking_only,F0,validated_combined,0.3,0,0.5870026525198939,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,ranking_only,F0,validated_combined,0.3,0,0.7084880636604776,False,0.35452399117134203,0.35452399117134203
2024-07-11_10,4,10,ranking_only,F0,validated_combined,0.3,0,0.9615384615384617,True,0.22264525859512227,0.0
2024-07-11_01,4,1,direct_substitution,F0,validated_combined,0.3,0,0.7931034482758621,True,0.22093844780964278,0.0
2024-07-11_02,4,2,direct_substitution,F0,validated_combined,0.3,0,0.6331564986737401,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,direct_substitution,F0,validated_combined,0.3,0,0.976923076923077,False,0.24730692767245452,0.24730692767245452
2024-07-11_04,4,4,direct_substitution,F0,validated_combined,0.3,0,0.8477453580901857,True,0.18120608158432655,0.0
2024-07-11_05,4,5,direct_substitution,F0,validated_combined,0.3,0,0.9700265251989391,False,0.2911589887446905,0.2911589887446905
2024-07-11_06,4,6,direct_substitution,F0,validated_combined,0.3,0,0.8793103448275863,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,direct_substitution,F0,validated_combined,0.3,0,0.716976127320955,True,0.21894232278277131,0.0
2024-07-11_08,4,8,direct_substitution,F0,validated_combined,0.3,0,0.5870026525198939,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,direct_substitution,F0,validated_combined,0.3,0,0.7084880636604776,False,0.35452399117134203,0.35452399117134203
2024-07-11_10,4,10,direct_substitution,F0,validated_combined,0.3,0,0.9615384615384617,False,0.22264525859512227,0.22264525859512227
2024-07-11_01,4,1,ranking_only,F0,oracle,0.3,0,0.5,False,0.22093844780964278,0.22093844780964278
2024-07-11_02,4,2,ranking_only,F0,oracle,0.3,0,1.0,True,0.4050493869278443,0.0
2024-07-11_03,4,3,ranking_only,F0,oracle,0.3,0,0.7,False,0.24730692767245452,0.24730692767245452
2024-07-11_04,4,4,ranking_only,F0,oracle,0.3,0,0.2,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,ranking_only,F0,oracle,0.3,0,0.8,True,0.2911589887446905,0.0
2024-07-11_06,4,6,ranking_only,F0,oracle,0.3,0,0.1,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,ranking_only,F0,oracle,0.3,0,0.4,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,ranking_only,F0,oracle,0.3,0,0.3,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,ranking_only,F0,oracle,0.3,0,0.9,True,0.35452399117134203,0.0
2024-07-11_10,4,10,ranking_only,F0,oracle,0.3,0,0.6,False,0.22264525859512227,0.22264525859512227
2024-07-11_01,4,1,direct_substitution,F0,oracle,0.3,0,0.5,False,0.22093844780964278,0.22093844780964278
2024-07-11_02,4,2,direct_substitution,F0,oracle,0.3,0,1.0,True,0.4050493869278443,0.0
2024-07-11_03,4,3,direct_substitution,F0,oracle,0.3,0,0.7,False,0.24730692767245452,0.24730692767245452
2024-07-11_04,4,4,direct_substitution,F0,oracle,0.3,0,0.2,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,direct_substitution,F0,oracle,0.3,0,0.8,True,0.2911589887446905,0.0
2024-07-11_06,4,6,direct_substitution,F0,oracle,0.3,0,0.1,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,direct_substitution,F0,oracle,0.3,0,0.4,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,direct_substitution,F0,oracle,0.3,0,0.3,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,direct_substitution,F0,oracle,0.3,0,0.9,True,0.35452399117134203,0.0
2024-07-11_10,4,10,direct_substitution,F0,oracle,0.3,0,0.6,False,0.22264525859512227,0.22264525859512227
2024-07-11_01,4,1,causal_feedback,F0,combined,0.3,0,0.7931034482758621,True,0.22093844780964286,0.0
2024-07-11_02,4,2,causal_feedback,F0,combined,0.3,0,0.6331564986737401,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,causal_feedback,F0,combined,0.3,0,0.976923076923077,False,0.24730692767245452,0.24730692767245452
2024-07-11_04,4,4,causal_feedback,F0,combined,0.3,0,0.8477453580901857,True,0.18120608158432655,0.0
2024-07-11_05,4,5,causal_feedback,F0,combined,0.3,0,0.9700265251989391,False,0.29115898874469043,0.29115898874469043
2024-07-11_06,4,6,causal_feedback,F0,combined,0.3,0,0.8793103448275863,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,causal_feedback,F0,combined,0.3,0,0.716976127320955,True,0.21894232278277131,0.0
2024-07-11_08,4,8,causal_feedback,F0,combined,0.3,0,0.5870026525198939,False,0.20992253043854064,0.20992253043854064
2024-07-11_09,4,9,causal_feedback,F0,combined,0.3,0,0.7084880636604776,False,0.35452399117134215,0.35452399117134215
2024-07-11_10,4,10,causal_feedback,F0,combined,0.3,0,0.9615384615384617,False,0.22264525859512235,0.22264525859512235
2024-07-11_01,4,1,causal_feedback,F1,combined,0.3,0,0.7931034482758621,True,0.22093844780964286,0.0
2024-07-11_02,4,2,causal_feedback,F1,combined,0.3,0,0.6331564986737401,False,0.3387914959506676,0.3387914959506676
2024-07-11_03,4,3,causal_feedback,F1,combined,0.3,0,0.976923076923077,False,0.21960777536546222,0.21960777536546222
2024-07-11_04,4,4,causal_feedback,F1,combined,0.3,0,0.8477453580901857,True,0.1357620607802119,0.0
2024-07-11_05,4,5,causal_feedback,F1,combined,0.3,0,0.9700265251989391,False,0.24065722122310892,0.24065722122310892
2024-07-11_06,4,6,causal_feedback,F1,combined,0.3,0,0.8793103448275863,False,0.13740233071224778,0.13740233071224778
2024-07-11_07,4,7,causal_feedback,F1,combined,0.3,0,0.716976127320955,True,0.22116263422433444,0.0
2024-07-11_08,4,8,causal_feedback,F1,combined,0.3,0,0.5870026525198939,False,0.20899428346124405,0.20899428346124405
2024-07-11_09,4,9,causal_feedback,F1,combined,0.3,0,0.7084880636604776,False,0.4186534367731652,0.4186534367731652
2024-07-11_10,4,10,causal_feedback,F1,combined,0.3,0,0.9615384615384617,False,0.2178076000178436,0.2178076000178436
2024-07-11_01,4,1,causal_feedback,F2,combined,0.3,0,0.7931034482758621,True,0.22093844780964286,0.0
2024-07-11_02,4,2,causal_feedback,F2,combined,0.3,0,0.6331564986737401,False,0.33384260257681736,0.33384260257681736
2024-07-11_03,4,3,causal_feedback,F2,combined,0.3,0,0.976923076923077,False,0.25101274738182194,0.25101274738182194
2024-07-11_04,4,4,causal_feedback,F2,combined,0.3,0,0.8477453580901857,True,0.21106944345094675,0.0
2024-07-11_05,4,5,causal_feedback,F2,combined,0.3,0,0.9700265251989391,False,0.20083158854997568,0.20083158854997568
2024-07-11_06,4,6,causal_feedback,F2,combined,0.3,0,0.8793103448275863,False,0.21739983315265413,0.21739983315265413
2024-07-11_07,4,7,causal_feedback,F2,combined,0.3,0,0.716976127320955,True,0.39999607884552224,0.0
2024-07-11_08,4,8,causal_feedback,F2,combined,0.3,0,0.5870026525198939,False,0.29359666081960617,0.29359666081960617
2024-07-11_09,4,9,causal_feedback,F2,combined,0.3,0,0.7084880636604776,False,0.43805693974581295,0.43805693974581295
2024-07-11_10,4,10,causal_feedback,F2,combined,0.3,0,0.9615384615384617,False,0.22658696923967897,0.22658696923967897
2024-07-11_01,4,1,causal_feedback,F3,combined,0.3,0,0.7931034482758621,True,0.22093844780964286,0.0
2024-07-11_02,4,2,causal_feedback,F3,combined,0.3,0,0.6331564986737401,False,0.35056866170469975,0.35056866170469975
2024-07-11_03,4,3,causal_feedback,F3,combined,0.3,0,0.976923076923077,False,0.23326962502147863,0.23326962502147863
2024-07-11_04,4,4,causal_feedback,F3,combined,0.3,0,0.8477453580901857,True,0.28607440456943645,0.0
2024-07-11_05,4,5,causal_feedback,F3,combined,0.3,0,0.9700265251989391,False,0.1477464407453424,0.1477464407453424
2024-07-11_06,4,6,causal_feedback,F3,combined,0.3,0,0.8793103448275863,False,0.195465029830547,0.195465029830547
2024-07-11_07,4,7,causal_feedback,F3,combined,0.3,0,0.716976127320955,True,0.3534382604354903,0.0
2024-07-11_08,4,8,causal_feedback,F3,combined,0.3,0,0.5870026525198939,False,0.24956995813802724,0.24956995813802724
2024-07-11_09,4,9,causal_feedback,F3,combined,0.3,0,0.7084880636604776,False,0.43274994779771503,0.43274994779771503
2024-07-11_10,4,10,causal_feedback,F3,combined,0.3,0,0.9615384615384617,False,0.15634800669070384,0.15634800669070384
2024-07-11_01,4,1,ranking_only,F0,no_metrology,0.5,0,,False,0.22093844780964278,0.22093844780964278
2024-07-11_02,4,2,ranking_only,F0,no_metrology,0.5,0,,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,ranking_only,F0,no_metrology,0.5,0,,False,0.24730692767245452,0.24730692767245452
2024-07-11_04,4,4,ranking_only,F0,no_metrology,0.5,0,,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,ranking_only,F0,no_metrology,0.5,0,,False,0.2911589887446905,0.2911589887446905
2024-07-11_06,4,6,ranking_only,F0,no_metrology,0.5,0,,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,ranking_only,F0,no_metrology,0.5,0,,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,ranking_only,F0,no_metrology,0.5,0,,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,ranking_only,F0,no_metrology,0.5,0,,False,0.35452399117134203,0.35452399117134203
2024-07-11_10,4,10,ranking_only,F0,no_metrology,0.5,0,,False,0.22264525859512227,0.22264525859512227
2024-07-11_01,4,1,direct_substitution,F0,no_metrology,0.5,0,,False,0.22093844780964278,0.22093844780964278
2024-07-11_02,4,2,direct_substitution,F0,no_metrology,0.5,0,,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,direct_substitution,F0,no_metrology,0.5,0,,False,0.24730692767245452,0.24730692767245452
2024-07-11_04,4,4,direct_substitution,F0,no_metrology,0.5,0,,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,direct_substitution,F0,no_metrology,0.5,0,,False,0.2911589887446905,0.2911589887446905
2024-07-11_06,4,6,direct_substitution,F0,no_metrology,0.5,0,,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,direct_substitution,F0,no_metrology,0.5,0,,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,direct_substitution,F0,no_metrology,0.5,0,,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,direct_substitution,F0,no_metrology,0.5,0,,False,0.35452399117134203,0.35452399117134203
2024-07-11_10,4,10,direct_substitution,F0,no_metrology,0.5,0,,False,0.22264525859512227,0.22264525859512227
2024-07-11_01,4,1,ranking_only,F0,periodic,0.5,0,,True,0.22093844780964278,0.0
2024-07-11_02,4,2,ranking_only,F0,periodic,0.5,0,,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,ranking_only,F0,periodic,0.5,0,,True,0.24730692767245452,0.0
2024-07-11_04,4,4,ranking_only,F0,periodic,0.5,0,,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,ranking_only,F0,periodic,0.5,0,,True,0.2911589887446905,0.0
2024-07-11_06,4,6,ranking_only,F0,periodic,0.5,0,,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,ranking_only,F0,periodic,0.5,0,,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,ranking_only,F0,periodic,0.5,0,,True,0.2099225304385408,0.0
2024-07-11_09,4,9,ranking_only,F0,periodic,0.5,0,,False,0.35452399117134203,0.35452399117134203
2024-07-11_10,4,10,ranking_only,F0,periodic,0.5,0,,True,0.22264525859512227,0.0
2024-07-11_01,4,1,direct_substitution,F0,periodic,0.5,0,,True,0.22093844780964278,0.0
2024-07-11_02,4,2,direct_substitution,F0,periodic,0.5,0,,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,direct_substitution,F0,periodic,0.5,0,,True,0.24730692767245452,0.0
2024-07-11_04,4,4,direct_substitution,F0,periodic,0.5,0,,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,direct_substitution,F0,periodic,0.5,0,,True,0.2911589887446905,0.0
2024-07-11_06,4,6,direct_substitution,F0,periodic,0.5,0,,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,direct_substitution,F0,periodic,0.5,0,,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,direct_substitution,F0,periodic,0.5,0,,True,0.2099225304385408,0.0
2024-07-11_09,4,9,direct_substitution,F0,periodic,0.5,0,,False,0.35452399117134203,0.35452399117134203
2024-07-11_10,4,10,direct_substitution,F0,periodic,0.5,0,,True,0.22264525859512227,0.0
2024-07-11_01,4,1,ranking_only,F0,ood,0.5,0,1.0,True,0.22093844780964278,0.0
2024-07-11_02,4,2,ranking_only,F0,ood,0.5,0,0.9655172413793104,True,0.4050493869278443,0.0
2024-07-11_03,4,3,ranking_only,F0,ood,0.5,0,1.0,True,0.24730692767245452,0.0
2024-07-11_04,4,4,ranking_only,F0,ood,0.5,0,0.9655172413793104,True,0.18120608158432655,0.0
2024-07-11_05,4,5,ranking_only,F0,ood,0.5,0,0.9655172413793104,False,0.2911589887446905,0.2911589887446905
2024-07-11_06,4,6,ranking_only,F0,ood,0.5,0,0.9655172413793104,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,ranking_only,F0,ood,0.5,0,0.9655172413793104,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,ranking_only,F0,ood,0.5,0,0.9655172413793104,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,ranking_only,F0,ood,0.5,0,0.9655172413793104,False,0.35452399117134203,0.35452399117134203
2024-07-11_10,4,10,ranking_only,F0,ood,0.5,0,1.0,True,0.22264525859512227,0.0
2024-07-11_01,4,1,direct_substitution,F0,ood,0.5,0,1.0,True,0.22093844780964278,0.0
2024-07-11_02,4,2,direct_substitution,F0,ood,0.5,0,0.9655172413793104,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,direct_substitution,F0,ood,0.5,0,1.0,True,0.24730692767245452,0.0
2024-07-11_04,4,4,direct_substitution,F0,ood,0.5,0,0.9655172413793104,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,direct_substitution,F0,ood,0.5,0,0.9655172413793104,True,0.2911589887446905,0.0
2024-07-11_06,4,6,direct_substitution,F0,ood,0.5,0,0.9655172413793104,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,direct_substitution,F0,ood,0.5,0,0.9655172413793104,True,0.21894232278277131,0.0
2024-07-11_08,4,8,direct_substitution,F0,ood,0.5,0,0.9655172413793104,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,direct_substitution,F0,ood,0.5,0,0.9655172413793104,True,0.35452399117134203,0.0
2024-07-11_10,4,10,direct_substitution,F0,ood,0.5,0,1.0,False,0.22264525859512227,0.22264525859512227
2024-07-11_01,4,1,ranking_only,F0,disagreement,0.5,0,0.9655172413793104,False,0.22093844780964278,0.22093844780964278
2024-07-11_02,4,2,ranking_only,F0,disagreement,0.5,0,0.9655172413793104,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,ranking_only,F0,disagreement,0.5,0,1.0,True,0.24730692767245452,0.0
2024-07-11_04,4,4,ranking_only,F0,disagreement,0.5,0,0.9655172413793104,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,ranking_only,F0,disagreement,0.5,0,1.0,True,0.2911589887446905,0.0
2024-07-11_06,4,6,ranking_only,F0,disagreement,0.5,0,0.9655172413793104,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,ranking_only,F0,disagreement,0.5,0,1.0,True,0.21894232278277131,0.0
2024-07-11_08,4,8,ranking_only,F0,disagreement,0.5,0,0.9655172413793104,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,ranking_only,F0,disagreement,0.5,0,1.0,True,0.35452399117134203,0.0
2024-07-11_10,4,10,ranking_only,F0,disagreement,0.5,0,1.0,True,0.22264525859512227,0.0
2024-07-11_01,4,1,direct_substitution,F0,disagreement,0.5,0,0.9655172413793104,True,0.22093844780964278,0.0
2024-07-11_02,4,2,direct_substitution,F0,disagreement,0.5,0,0.9655172413793104,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,direct_substitution,F0,disagreement,0.5,0,1.0,True,0.24730692767245452,0.0
2024-07-11_04,4,4,direct_substitution,F0,disagreement,0.5,0,0.9655172413793104,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,direct_substitution,F0,disagreement,0.5,0,1.0,True,0.2911589887446905,0.0
2024-07-11_06,4,6,direct_substitution,F0,disagreement,0.5,0,0.9655172413793104,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,direct_substitution,F0,disagreement,0.5,0,1.0,True,0.21894232278277131,0.0
2024-07-11_08,4,8,direct_substitution,F0,disagreement,0.5,0,0.9655172413793104,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,direct_substitution,F0,disagreement,0.5,0,1.0,True,0.35452399117134203,0.0
2024-07-11_10,4,10,direct_substitution,F0,disagreement,0.5,0,1.0,False,0.22264525859512227,0.22264525859512227
2024-07-11_01,4,1,ranking_only,F0,combined,0.5,0,0.7931034482758621,False,0.22093844780964278,0.22093844780964278
2024-07-11_02,4,2,ranking_only,F0,combined,0.5,0,0.6331564986737401,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,ranking_only,F0,combined,0.5,0,0.976923076923077,True,0.24730692767245452,0.0
2024-07-11_04,4,4,ranking_only,F0,combined,0.5,0,0.8477453580901857,True,0.18120608158432655,0.0
2024-07-11_05,4,5,ranking_only,F0,combined,0.5,0,0.9700265251989391,True,0.2911589887446905,0.0
2024-07-11_06,4,6,ranking_only,F0,combined,0.5,0,0.8793103448275863,True,0.12914644873128056,0.0
2024-07-11_07,4,7,ranking_only,F0,combined,0.5,0,0.716976127320955,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,ranking_only,F0,combined,0.5,0,0.5870026525198939,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,ranking_only,F0,combined,0.5,0,0.7084880636604776,False,0.35452399117134203,0.35452399117134203
2024-07-11_10,4,10,ranking_only,F0,combined,0.5,0,0.9615384615384617,True,0.22264525859512227,0.0
2024-07-11_01,4,1,direct_substitution,F0,combined,0.5,0,0.7931034482758621,True,0.22093844780964278,0.0
2024-07-11_02,4,2,direct_substitution,F0,combined,0.5,0,0.6331564986737401,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,direct_substitution,F0,combined,0.5,0,0.976923076923077,True,0.24730692767245452,0.0
2024-07-11_04,4,4,direct_substitution,F0,combined,0.5,0,0.8477453580901857,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,direct_substitution,F0,combined,0.5,0,0.9700265251989391,True,0.2911589887446905,0.0
2024-07-11_06,4,6,direct_substitution,F0,combined,0.5,0,0.8793103448275863,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,direct_substitution,F0,combined,0.5,0,0.716976127320955,True,0.21894232278277131,0.0
2024-07-11_08,4,8,direct_substitution,F0,combined,0.5,0,0.5870026525198939,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,direct_substitution,F0,combined,0.5,0,0.7084880636604776,True,0.35452399117134203,0.0
2024-07-11_10,4,10,direct_substitution,F0,combined,0.5,0,0.9615384615384617,False,0.22264525859512227,0.22264525859512227
2024-07-11_01,4,1,ranking_only,F0,validated_combined,0.5,0,0.7931034482758621,False,0.22093844780964278,0.22093844780964278
2024-07-11_02,4,2,ranking_only,F0,validated_combined,0.5,0,0.6331564986737401,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,ranking_only,F0,validated_combined,0.5,0,0.976923076923077,True,0.24730692767245452,0.0
2024-07-11_04,4,4,ranking_only,F0,validated_combined,0.5,0,0.8477453580901857,True,0.18120608158432655,0.0
2024-07-11_05,4,5,ranking_only,F0,validated_combined,0.5,0,0.9700265251989391,True,0.2911589887446905,0.0
2024-07-11_06,4,6,ranking_only,F0,validated_combined,0.5,0,0.8793103448275863,True,0.12914644873128056,0.0
2024-07-11_07,4,7,ranking_only,F0,validated_combined,0.5,0,0.716976127320955,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,ranking_only,F0,validated_combined,0.5,0,0.5870026525198939,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,ranking_only,F0,validated_combined,0.5,0,0.7084880636604776,False,0.35452399117134203,0.35452399117134203
2024-07-11_10,4,10,ranking_only,F0,validated_combined,0.5,0,0.9615384615384617,True,0.22264525859512227,0.0
2024-07-11_01,4,1,direct_substitution,F0,validated_combined,0.5,0,0.7931034482758621,True,0.22093844780964278,0.0
2024-07-11_02,4,2,direct_substitution,F0,validated_combined,0.5,0,0.6331564986737401,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,direct_substitution,F0,validated_combined,0.5,0,0.976923076923077,True,0.24730692767245452,0.0
2024-07-11_04,4,4,direct_substitution,F0,validated_combined,0.5,0,0.8477453580901857,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,direct_substitution,F0,validated_combined,0.5,0,0.9700265251989391,True,0.2911589887446905,0.0
2024-07-11_06,4,6,direct_substitution,F0,validated_combined,0.5,0,0.8793103448275863,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,direct_substitution,F0,validated_combined,0.5,0,0.716976127320955,True,0.21894232278277131,0.0
2024-07-11_08,4,8,direct_substitution,F0,validated_combined,0.5,0,0.5870026525198939,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,direct_substitution,F0,validated_combined,0.5,0,0.7084880636604776,True,0.35452399117134203,0.0
2024-07-11_10,4,10,direct_substitution,F0,validated_combined,0.5,0,0.9615384615384617,False,0.22264525859512227,0.22264525859512227
2024-07-11_01,4,1,ranking_only,F0,oracle,0.5,0,0.5,False,0.22093844780964278,0.22093844780964278
2024-07-11_02,4,2,ranking_only,F0,oracle,0.5,0,1.0,True,0.4050493869278443,0.0
2024-07-11_03,4,3,ranking_only,F0,oracle,0.5,0,0.7,True,0.24730692767245452,0.0
2024-07-11_04,4,4,ranking_only,F0,oracle,0.5,0,0.2,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,ranking_only,F0,oracle,0.5,0,0.8,True,0.2911589887446905,0.0
2024-07-11_06,4,6,ranking_only,F0,oracle,0.5,0,0.1,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,ranking_only,F0,oracle,0.5,0,0.4,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,ranking_only,F0,oracle,0.5,0,0.3,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,ranking_only,F0,oracle,0.5,0,0.9,True,0.35452399117134203,0.0
2024-07-11_10,4,10,ranking_only,F0,oracle,0.5,0,0.6,True,0.22264525859512227,0.0
2024-07-11_01,4,1,direct_substitution,F0,oracle,0.5,0,0.5,True,0.22093844780964278,0.0
2024-07-11_02,4,2,direct_substitution,F0,oracle,0.5,0,1.0,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,direct_substitution,F0,oracle,0.5,0,0.7,True,0.24730692767245452,0.0
2024-07-11_04,4,4,direct_substitution,F0,oracle,0.5,0,0.2,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,direct_substitution,F0,oracle,0.5,0,0.8,True,0.2911589887446905,0.0
2024-07-11_06,4,6,direct_substitution,F0,oracle,0.5,0,0.1,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,direct_substitution,F0,oracle,0.5,0,0.4,False,0.21894232278277131,0.21894232278277131
2024-07-11_08,4,8,direct_substitution,F0,oracle,0.5,0,0.3,False,0.2099225304385408,0.2099225304385408
2024-07-11_09,4,9,direct_substitution,F0,oracle,0.5,0,0.9,True,0.35452399117134203,0.0
2024-07-11_10,4,10,direct_substitution,F0,oracle,0.5,0,0.6,True,0.22264525859512227,0.0
2024-07-11_01,4,1,causal_feedback,F0,combined,0.5,0,0.7931034482758621,True,0.22093844780964286,0.0
2024-07-11_02,4,2,causal_feedback,F0,combined,0.5,0,0.6331564986737401,False,0.4050493869278443,0.4050493869278443
2024-07-11_03,4,3,causal_feedback,F0,combined,0.5,0,0.976923076923077,True,0.24730692767245452,0.0
2024-07-11_04,4,4,causal_feedback,F0,combined,0.5,0,0.8477453580901857,False,0.18120608158432655,0.18120608158432655
2024-07-11_05,4,5,causal_feedback,F0,combined,0.5,0,0.9700265251989391,True,0.29115898874469043,0.0
2024-07-11_06,4,6,causal_feedback,F0,combined,0.5,0,0.8793103448275863,False,0.12914644873128056,0.12914644873128056
2024-07-11_07,4,7,causal_feedback,F0,combined,0.5,0,0.716976127320955,True,0.21894232278277131,0.0
2024-07-11_08,4,8,causal_feedback,F0,combined,0.5,0,0.5870026525198939,False,0.20992253043854064,0.20992253043854064
2024-07-11_09,4,9,causal_feedback,F0,combined,0.5,0,0.7084880636604776,True,0.35452399117134215,0.0
2024-07-11_10,4,10,causal_feedback,F0,combined,0.5,0,0.9615384615384617,False,0.22264525859512235,0.22264525859512235
2024-07-11_01,4,1,causal_feedback,F1,combined,0.5,0,0.7931034482758621,True,0.22093844780964286,0.0
2024-07-11_02,4,2,causal_feedback,F1,combined,0.5,0,0.6331564986737401,False,0.3387914959506676,0.3387914959506676
2024-07-11_03,4,3,causal_feedback,F1,combined,0.5,0,0.976923076923077,True,0.21960777536546222,0.0
2024-07-11_04,4,4,causal_feedback,F1,combined,0.5,0,0.8477453580901857,False,0.12269745239599919,0.12269745239599919
2024-07-11_05,4,5,causal_feedback,F1,combined,0.5,0,0.9700265251989391,True,0.2427328728939656,0.0
2024-07-11_06,4,6,causal_feedback,F1,combined,0.5,0,0.8793103448275863,False,0.15240592326783206,0.15240592326783206
